locus_tag	ftype	length_bp	gene	EC_number	COG	product
EHOBLNMB_00046	mRNA	312				
EHOBLNMB_00046	CDS	312				hypothetical protein
EHOBLNMB_00047	gene	480	ybaK			
EHOBLNMB_00047	mRNA	480	ybaK			
EHOBLNMB_00047	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
EHOBLNMB_00048	gene	4038	mdtC			
EHOBLNMB_00048	mRNA	4038	mdtC			
EHOBLNMB_00048	CDS	4038	mdtC			Multidrug resistance protein MdtC
EHOBLNMB_00049	gene	615				
EHOBLNMB_00049	mRNA	615				
EHOBLNMB_00049	CDS	615				hypothetical protein
EHOBLNMB_00050	gene	471	yfkJ			
EHOBLNMB_00050	mRNA	471	yfkJ			
EHOBLNMB_00050	CDS	471	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
EHOBLNMB_00051	gene	105				
EHOBLNMB_00051	mRNA	105				
EHOBLNMB_00051	CDS	105				hypothetical protein
EHOBLNMB_00052	gene	555				
EHOBLNMB_00052	mRNA	555				
EHOBLNMB_00052	CDS	555				hypothetical protein
EHOBLNMB_00053	gene	165				
EHOBLNMB_00053	mRNA	165				
EHOBLNMB_00053	CDS	165				hypothetical protein
EHOBLNMB_00054	gene	423				
EHOBLNMB_00054	mRNA	423				
EHOBLNMB_00054	CDS	423				hypothetical protein
EHOBLNMB_00055	gene	1092	pglA			
EHOBLNMB_00055	mRNA	1092	pglA			
EHOBLNMB_00055	CDS	1092	pglA	2.4.1.290		N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase
EHOBLNMB_00056	gene	681	epsF_1			
EHOBLNMB_00056	mRNA	681	epsF_1			
EHOBLNMB_00056	CDS	681	epsF_1	2.4.-.-	COG0438	Putative glycosyltransferase EpsF
EHOBLNMB_00057	gene	318	epsF_2			
EHOBLNMB_00057	mRNA	318	epsF_2			
EHOBLNMB_00057	CDS	318	epsF_2	2.4.-.-	COG0438	Putative glycosyltransferase EpsF
EHOBLNMB_00058	gene	885				
EHOBLNMB_00058	mRNA	885				
EHOBLNMB_00058	CDS	885				hypothetical protein
EHOBLNMB_00059	gene	1128				
EHOBLNMB_00059	mRNA	1128				
EHOBLNMB_00059	CDS	1128				hypothetical protein
EHOBLNMB_00060	gene	1113	pglJ			
EHOBLNMB_00060	mRNA	1113	pglJ			
EHOBLNMB_00060	CDS	1113	pglJ	2.4.1.291	COG0438	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
EHOBLNMB_00061	gene	999	arnC_1			
EHOBLNMB_00061	mRNA	999	arnC_1			
EHOBLNMB_00061	CDS	999	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
EHOBLNMB_00062	gene	975	arnC_2			
EHOBLNMB_00062	mRNA	975	arnC_2			
EHOBLNMB_00062	CDS	975	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
EHOBLNMB_00063	gene	1155				
EHOBLNMB_00063	mRNA	1155				
EHOBLNMB_00063	CDS	1155				hypothetical protein
EHOBLNMB_00064	gene	1173				
EHOBLNMB_00064	mRNA	1173				
EHOBLNMB_00064	CDS	1173				hypothetical protein
EHOBLNMB_00065	gene	1515				
EHOBLNMB_00065	mRNA	1515				
EHOBLNMB_00065	CDS	1515				hypothetical protein
EHOBLNMB_00066	gene	612	lpxD			
EHOBLNMB_00066	mRNA	612	lpxD			
EHOBLNMB_00066	CDS	612	lpxD	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
EHOBLNMB_00067	gene	945	arnC_3			
EHOBLNMB_00067	mRNA	945	arnC_3			
EHOBLNMB_00067	CDS	945	arnC_3	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
EHOBLNMB_00068	gene	594				
EHOBLNMB_00068	mRNA	594				
EHOBLNMB_00068	CDS	594				hypothetical protein
EHOBLNMB_00069	gene	939	arnC_4			
EHOBLNMB_00069	mRNA	939	arnC_4			
EHOBLNMB_00069	CDS	939	arnC_4	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
EHOBLNMB_00070	gene	1167				
EHOBLNMB_00070	mRNA	1167				
EHOBLNMB_00070	CDS	1167				hypothetical protein
EHOBLNMB_00071	gene	1113				
EHOBLNMB_00071	mRNA	1113				
EHOBLNMB_00071	CDS	1113				hypothetical protein
EHOBLNMB_00072	gene	579	wecE_1			
EHOBLNMB_00072	mRNA	579	wecE_1			
EHOBLNMB_00072	CDS	579	wecE_1	2.6.1.59		dTDP-4-amino-4,6-dideoxygalactose transaminase
EHOBLNMB_00073	gene	540	wecE_2			
EHOBLNMB_00073	mRNA	540	wecE_2			
EHOBLNMB_00073	CDS	540	wecE_2	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
EHOBLNMB_00074	gene	486	ydbD			
EHOBLNMB_00074	mRNA	486	ydbD			
EHOBLNMB_00074	CDS	486	ydbD	1.11.1.6	COG3546	putative manganese catalase
EHOBLNMB_00075	gene	1203				
EHOBLNMB_00075	mRNA	1203				
EHOBLNMB_00075	CDS	1203				hypothetical protein
EHOBLNMB_00076	gene	813	fliY			
EHOBLNMB_00076	mRNA	813	fliY			
EHOBLNMB_00076	CDS	813	fliY		COG0834	L-cystine-binding protein FliY
EHOBLNMB_00077	gene	651	tcyB			
EHOBLNMB_00077	mRNA	651	tcyB			
EHOBLNMB_00077	CDS	651	tcyB		COG0765	L-cystine transport system permease protein TcyB
EHOBLNMB_00078	gene	798	tcyC			
EHOBLNMB_00078	mRNA	798	tcyC			
EHOBLNMB_00078	CDS	798	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
EHOBLNMB_00079	gene	390				
EHOBLNMB_00079	mRNA	390				
EHOBLNMB_00079	CDS	390				hypothetical protein
EHOBLNMB_00080	gene	1284	yciC			
EHOBLNMB_00080	mRNA	1284	yciC			
EHOBLNMB_00080	CDS	1284	yciC		COG0523	Putative metal chaperone YciC
EHOBLNMB_00081	gene	564	maf			
EHOBLNMB_00081	mRNA	564	maf			
EHOBLNMB_00081	CDS	564	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
EHOBLNMB_00082	gene	930				
EHOBLNMB_00082	mRNA	930				
EHOBLNMB_00082	CDS	930				hypothetical protein
EHOBLNMB_00083	gene	222				
EHOBLNMB_00083	mRNA	222				
EHOBLNMB_00083	CDS	222				hypothetical protein
EHOBLNMB_00084	gene	1335				
EHOBLNMB_00084	mRNA	1335				
EHOBLNMB_00084	CDS	1335				hypothetical protein
EHOBLNMB_00085	gene	888	cynR			
EHOBLNMB_00085	mRNA	888	cynR			
EHOBLNMB_00085	CDS	888	cynR			HTH-type transcriptional regulator CynR
EHOBLNMB_00086	gene	99				
EHOBLNMB_00086	mRNA	99				
EHOBLNMB_00086	CDS	99				hypothetical protein
EHOBLNMB_00087	gene	264				
EHOBLNMB_00087	mRNA	264				
EHOBLNMB_00087	CDS	264				hypothetical protein
EHOBLNMB_00088	gene	201				
EHOBLNMB_00088	mRNA	201				
EHOBLNMB_00088	CDS	201				hypothetical protein
EHOBLNMB_00089	gene	834				
EHOBLNMB_00089	mRNA	834				
EHOBLNMB_00089	CDS	834				hypothetical protein
EHOBLNMB_00090	gene	843	focA			
EHOBLNMB_00090	mRNA	843	focA			
EHOBLNMB_00090	CDS	843	focA		COG2116	putative formate transporter 1
EHOBLNMB_00091	gene	2148	yhgF			
EHOBLNMB_00091	mRNA	2148	yhgF			
EHOBLNMB_00091	CDS	2148	yhgF		COG2183	Protein YhgF
EHOBLNMB_00092	gene	600				
EHOBLNMB_00092	mRNA	600				
EHOBLNMB_00092	CDS	600				hypothetical protein
EHOBLNMB_00093	gene	372	mntR			
EHOBLNMB_00093	mRNA	372	mntR			
EHOBLNMB_00093	CDS	372	mntR		COG1321	Transcriptional regulator MntR
EHOBLNMB_00094	gene	213				
EHOBLNMB_00094	mRNA	213				
EHOBLNMB_00094	CDS	213				hypothetical protein
EHOBLNMB_00095	gene	222				
EHOBLNMB_00095	mRNA	222				
EHOBLNMB_00095	CDS	222				hypothetical protein
EHOBLNMB_00096	gene	2493	der_1			
EHOBLNMB_00096	mRNA	2493	der_1			
EHOBLNMB_00096	CDS	2493	der_1			GTPase Der
EHOBLNMB_00097	gene	174				
EHOBLNMB_00097	mRNA	174				
EHOBLNMB_00097	CDS	174				hypothetical protein
EHOBLNMB_00098	gene	699	bceA			
EHOBLNMB_00098	mRNA	699	bceA			
EHOBLNMB_00098	CDS	699	bceA		COG1136	Bacitracin export ATP-binding protein BceA
EHOBLNMB_00099	gene	2244				
EHOBLNMB_00099	mRNA	2244				
EHOBLNMB_00099	CDS	2244				hypothetical protein
EHOBLNMB_00100	gene	372				
EHOBLNMB_00100	mRNA	372				
EHOBLNMB_00100	CDS	372				hypothetical protein
EHOBLNMB_00101	gene	957	rhaS_1			
EHOBLNMB_00101	mRNA	957	rhaS_1			
EHOBLNMB_00101	CDS	957	rhaS_1			HTH-type transcriptional activator RhaS
EHOBLNMB_00102	gene	555				
EHOBLNMB_00102	mRNA	555				
EHOBLNMB_00102	CDS	555				hypothetical protein
EHOBLNMB_00103	gene	423				
EHOBLNMB_00103	mRNA	423				
EHOBLNMB_00103	CDS	423			COG0716	Flavodoxin
EHOBLNMB_00104	gene	1194	tdcB			
EHOBLNMB_00104	mRNA	1194	tdcB			
EHOBLNMB_00104	CDS	1194	tdcB	4.3.1.19	COG1171	L-threonine ammonia-lyase
EHOBLNMB_00105	gene	372	yabJ			
EHOBLNMB_00105	mRNA	372	yabJ			
EHOBLNMB_00105	CDS	372	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
EHOBLNMB_00106	gene	1182	metK			
EHOBLNMB_00106	mRNA	1182	metK			
EHOBLNMB_00106	CDS	1182	metK	2.5.1.6		S-adenosylmethionine synthase
EHOBLNMB_00107	gene	438				
EHOBLNMB_00107	mRNA	438				
EHOBLNMB_00107	CDS	438				hypothetical protein
EHOBLNMB_00108	gene	333				
EHOBLNMB_00108	mRNA	333				
EHOBLNMB_00108	CDS	333			COG0662	Oxalate-binding protein
EHOBLNMB_00109	gene	222				
EHOBLNMB_00109	mRNA	222				
EHOBLNMB_00109	CDS	222				hypothetical protein
EHOBLNMB_00110	gene	444				
EHOBLNMB_00110	mRNA	444				
EHOBLNMB_00110	CDS	444				hypothetical protein
EHOBLNMB_00111	gene	240				
EHOBLNMB_00111	mRNA	240				
EHOBLNMB_00111	CDS	240				hypothetical protein
EHOBLNMB_00112	gene	276				
EHOBLNMB_00112	mRNA	276				
EHOBLNMB_00112	CDS	276				hypothetical protein
EHOBLNMB_00113	gene	855	pdxK			
EHOBLNMB_00113	mRNA	855	pdxK			
EHOBLNMB_00113	CDS	855	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
EHOBLNMB_00114	gene	552				
EHOBLNMB_00114	mRNA	552				
EHOBLNMB_00114	CDS	552				hypothetical protein
EHOBLNMB_00115	gene	603				
EHOBLNMB_00115	mRNA	603				
EHOBLNMB_00115	CDS	603				hypothetical protein
EHOBLNMB_00116	gene	1392	csm6			
EHOBLNMB_00116	mRNA	1392	csm6			
EHOBLNMB_00116	CDS	1392	csm6	3.1.-.-		CRISPR system endoribonuclease Csm6
EHOBLNMB_00117	gene	1077	csm5			
EHOBLNMB_00117	mRNA	1077	csm5			
EHOBLNMB_00117	CDS	1077	csm5		COG1332	CRISPR system Cms protein Csm5
EHOBLNMB_00118	gene	918	csm4			
EHOBLNMB_00118	mRNA	918	csm4			
EHOBLNMB_00118	CDS	918	csm4		COG1567	CRISPR system Cms protein Csm4
EHOBLNMB_00119	gene	666	csm3			
EHOBLNMB_00119	mRNA	666	csm3			
EHOBLNMB_00119	CDS	666	csm3	3.1.-.-	COG1337	CRISPR system Cms endoribonuclease Csm3
EHOBLNMB_00120	gene	495				
EHOBLNMB_00120	mRNA	495				
EHOBLNMB_00120	CDS	495				hypothetical protein
EHOBLNMB_00121	gene	2436				
EHOBLNMB_00121	mRNA	2436				
EHOBLNMB_00121	CDS	2436		3.1.-.-	COG1353	CRISPR system single-strand-specific deoxyribonuclease Cas10/Csm1 (subtype III-A)
EHOBLNMB_00122	gene	750	cas6			
EHOBLNMB_00122	mRNA	750	cas6			
EHOBLNMB_00122	CDS	750	cas6	3.1.-.-	COG5551	CRISPR-associated endoribonuclease Cas6
	repeat_region	495				
EHOBLNMB_00123	gene	423				
EHOBLNMB_00123	mRNA	423				
EHOBLNMB_00123	CDS	423				hypothetical protein
EHOBLNMB_00124	gene	1356				
EHOBLNMB_00124	mRNA	1356				
EHOBLNMB_00124	CDS	1356				hypothetical protein
EHOBLNMB_00125	gene	897				
EHOBLNMB_00125	mRNA	897				
EHOBLNMB_00125	CDS	897				hypothetical protein
EHOBLNMB_00126	gene	192				
EHOBLNMB_00126	mRNA	192				
EHOBLNMB_00126	CDS	192				hypothetical protein
EHOBLNMB_00127	gene	1182				
EHOBLNMB_00127	mRNA	1182				
EHOBLNMB_00127	CDS	1182				hypothetical protein
EHOBLNMB_00128	gene	1218				
EHOBLNMB_00128	mRNA	1218				
EHOBLNMB_00128	CDS	1218				hypothetical protein
EHOBLNMB_00129	gene	597				
EHOBLNMB_00129	mRNA	597				
EHOBLNMB_00129	CDS	597				hypothetical protein
EHOBLNMB_00130	gene	639				
EHOBLNMB_00130	mRNA	639				
EHOBLNMB_00130	CDS	639				hypothetical protein
EHOBLNMB_00131	gene	576				
EHOBLNMB_00131	mRNA	576				
EHOBLNMB_00131	CDS	576				hypothetical protein
EHOBLNMB_00132	gene	74				
EHOBLNMB_00132	mRNA	74				
EHOBLNMB_00132	tRNA	74				tRNA-Gly(tcc)
EHOBLNMB_00133	gene	696	sigK			
EHOBLNMB_00133	mRNA	696	sigK			
EHOBLNMB_00133	CDS	696	sigK			RNA polymerase sigma-28 factor
EHOBLNMB_00134	gene	1395	pbuG			
EHOBLNMB_00134	mRNA	1395	pbuG			
EHOBLNMB_00134	CDS	1395	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
EHOBLNMB_00135	gene	426	cymR			
EHOBLNMB_00135	mRNA	426	cymR			
EHOBLNMB_00135	CDS	426	cymR			HTH-type transcriptional regulator CymR
EHOBLNMB_00136	gene	1302				
EHOBLNMB_00136	mRNA	1302				
EHOBLNMB_00136	CDS	1302		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
EHOBLNMB_00137	gene	933	cysK			
EHOBLNMB_00137	mRNA	933	cysK			
EHOBLNMB_00137	CDS	933	cysK	2.5.1.47		Cysteine synthase
EHOBLNMB_00138	gene	609	trpF			
EHOBLNMB_00138	mRNA	609	trpF			
EHOBLNMB_00138	CDS	609	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
EHOBLNMB_00139	gene	297	rpsF			
EHOBLNMB_00139	mRNA	297	rpsF			
EHOBLNMB_00139	CDS	297	rpsF		COG0360	30S ribosomal protein S6
EHOBLNMB_00140	gene	501				
EHOBLNMB_00140	mRNA	501				
EHOBLNMB_00140	CDS	501				Single-stranded DNA-binding protein
EHOBLNMB_00141	gene	240	rpsR			
EHOBLNMB_00141	mRNA	240	rpsR			
EHOBLNMB_00141	CDS	240	rpsR			30S ribosomal protein S18
EHOBLNMB_00142	gene	276	yafQ			
EHOBLNMB_00142	mRNA	276	yafQ			
EHOBLNMB_00142	CDS	276	yafQ	3.1.-.-	COG3041	mRNA interferase toxin YafQ
EHOBLNMB_00143	gene	270				
EHOBLNMB_00143	mRNA	270				
EHOBLNMB_00143	CDS	270				hypothetical protein
EHOBLNMB_00144	gene	306	csoR			
EHOBLNMB_00144	mRNA	306	csoR			
EHOBLNMB_00144	CDS	306	csoR		COG1937	Copper-sensing transcriptional repressor CsoR
EHOBLNMB_00145	gene	2496	copA			
EHOBLNMB_00145	mRNA	2496	copA			
EHOBLNMB_00145	CDS	2496	copA	7.2.2.8		putative copper-importing P-type ATPase A
EHOBLNMB_00146	gene	306				
EHOBLNMB_00146	mRNA	306				
EHOBLNMB_00146	CDS	306				hypothetical protein
EHOBLNMB_00147	gene	246				
EHOBLNMB_00147	mRNA	246				
EHOBLNMB_00147	CDS	246				hypothetical protein
EHOBLNMB_00148	gene	2370	pheT			
EHOBLNMB_00148	mRNA	2370	pheT			
EHOBLNMB_00148	CDS	2370	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
EHOBLNMB_00149	gene	1053	pheS			
EHOBLNMB_00149	mRNA	1053	pheS			
EHOBLNMB_00149	CDS	1053	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
EHOBLNMB_00150	gene	543				
EHOBLNMB_00150	mRNA	543				
EHOBLNMB_00150	CDS	543				hypothetical protein
EHOBLNMB_00151	gene	873	nnr			
EHOBLNMB_00151	mRNA	873	nnr			
EHOBLNMB_00151	CDS	873	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
EHOBLNMB_00152	gene	576				
EHOBLNMB_00152	mRNA	576				
EHOBLNMB_00152	CDS	576				hypothetical protein
EHOBLNMB_00153	gene	1395	mgtE			
EHOBLNMB_00153	mRNA	1395	mgtE			
EHOBLNMB_00153	CDS	1395	mgtE		COG2239	Magnesium transporter MgtE
EHOBLNMB_00154	gene	549				
EHOBLNMB_00154	mRNA	549				
EHOBLNMB_00154	CDS	549				hypothetical protein
EHOBLNMB_00155	gene	522				
EHOBLNMB_00155	mRNA	522				
EHOBLNMB_00155	CDS	522				hypothetical protein
EHOBLNMB_00156	gene	348	ndoA			
EHOBLNMB_00156	mRNA	348	ndoA			
EHOBLNMB_00156	CDS	348	ndoA	3.1.27.-	COG2337	Endoribonuclease EndoA
EHOBLNMB_00157	gene	669				
EHOBLNMB_00157	mRNA	669				
EHOBLNMB_00157	CDS	669				hypothetical protein
EHOBLNMB_00158	gene	627	pspA			
EHOBLNMB_00158	mRNA	627	pspA			
EHOBLNMB_00158	CDS	627	pspA	3.1.3.3	COG0406	Phosphoserine phosphatase 1
EHOBLNMB_00159	gene	1071	leuB			
EHOBLNMB_00159	mRNA	1071	leuB			
EHOBLNMB_00159	CDS	1071	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
EHOBLNMB_00160	gene	735	cpsB			
EHOBLNMB_00160	mRNA	735	cpsB			
EHOBLNMB_00160	CDS	735	cpsB	3.1.3.48	COG4464	Tyrosine-protein phosphatase CpsB
EHOBLNMB_00161	gene	432	iscU_1			
EHOBLNMB_00161	mRNA	432	iscU_1			
EHOBLNMB_00161	CDS	432	iscU_1		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
EHOBLNMB_00162	gene	1188	iscS_1			
EHOBLNMB_00162	mRNA	1188	iscS_1			
EHOBLNMB_00162	CDS	1188	iscS_1	2.8.1.7		Cysteine desulfurase IscS
EHOBLNMB_00163	gene	438	rnhA			
EHOBLNMB_00163	mRNA	438	rnhA			
EHOBLNMB_00163	CDS	438	rnhA	3.1.26.4	COG0328	Ribonuclease HI
EHOBLNMB_00164	gene	1905	rnjA			
EHOBLNMB_00164	mRNA	1905	rnjA			
EHOBLNMB_00164	CDS	1905	rnjA	3.1.-.-	COG0595	Ribonuclease J1
EHOBLNMB_00165	gene	1956	gdpP			
EHOBLNMB_00165	mRNA	1956	gdpP			
EHOBLNMB_00165	CDS	1956	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
EHOBLNMB_00166	gene	447	rplI			
EHOBLNMB_00166	mRNA	447	rplI			
EHOBLNMB_00166	CDS	447	rplI			50S ribosomal protein L9
EHOBLNMB_00167	gene	1374	dnaC			
EHOBLNMB_00167	mRNA	1374	dnaC			
EHOBLNMB_00167	CDS	1374	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
EHOBLNMB_00168	gene	1329	tilS			
EHOBLNMB_00168	mRNA	1329	tilS			
EHOBLNMB_00168	CDS	1329	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
EHOBLNMB_00169	gene	537	hpt			
EHOBLNMB_00169	mRNA	537	hpt			
EHOBLNMB_00169	CDS	537	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
EHOBLNMB_00170	gene	2016	ftsH			
EHOBLNMB_00170	mRNA	2016	ftsH			
EHOBLNMB_00170	CDS	2016	ftsH	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
EHOBLNMB_00171	gene	2820	uvrA			
