locus_tag	ftype	length_bp	gene	EC_number	COG	product
HELDLCEG_00036	CDS	1089	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
HELDLCEG_00037	gene	462				
HELDLCEG_00037	mRNA	462				
HELDLCEG_00037	CDS	462				hypothetical protein
HELDLCEG_00038	gene	1434	patA			
HELDLCEG_00038	mRNA	1434	patA			
HELDLCEG_00038	CDS	1434	patA	2.3.1.-	COG1696	Peptidoglycan O-acetyltransferase
HELDLCEG_00039	gene	1164				
HELDLCEG_00039	mRNA	1164				
HELDLCEG_00039	CDS	1164				hypothetical protein
HELDLCEG_00040	gene	1098				
HELDLCEG_00040	mRNA	1098				
HELDLCEG_00040	CDS	1098				hypothetical protein
HELDLCEG_00041	gene	942				
HELDLCEG_00041	mRNA	942				
HELDLCEG_00041	CDS	942				hypothetical protein
HELDLCEG_00042	gene	879	rhaS_1			
HELDLCEG_00042	mRNA	879	rhaS_1			
HELDLCEG_00042	CDS	879	rhaS_1			HTH-type transcriptional activator RhaS
HELDLCEG_00043	gene	594	yeeO_1			
HELDLCEG_00043	mRNA	594	yeeO_1			
HELDLCEG_00043	CDS	594	yeeO_1		COG0534	putative FMN/FAD exporter YeeO
HELDLCEG_00044	gene	426				
HELDLCEG_00044	mRNA	426				
HELDLCEG_00044	CDS	426				hypothetical protein
HELDLCEG_00045	gene	1536	opuE			
HELDLCEG_00045	mRNA	1536	opuE			
HELDLCEG_00045	CDS	1536	opuE		COG0591	Osmoregulated proline transporter OpuE
HELDLCEG_00046	gene	519	uacT			
HELDLCEG_00046	mRNA	519	uacT			
HELDLCEG_00046	CDS	519	uacT		COG2233	Uric acid transporter UacT
HELDLCEG_00047	gene	885				
HELDLCEG_00047	mRNA	885				
HELDLCEG_00047	CDS	885				hypothetical protein
HELDLCEG_00048	gene	684	walR_1			
HELDLCEG_00048	mRNA	684	walR_1			
HELDLCEG_00048	CDS	684	walR_1		COG0745	Transcriptional regulatory protein WalR
HELDLCEG_00049	gene	1227	sasA_1			
HELDLCEG_00049	mRNA	1227	sasA_1			
HELDLCEG_00049	CDS	1227	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
HELDLCEG_00050	gene	453				
HELDLCEG_00050	mRNA	453				
HELDLCEG_00050	CDS	453				hypothetical protein
HELDLCEG_00051	gene	924				
HELDLCEG_00051	mRNA	924				
HELDLCEG_00051	CDS	924			COG0330	putative protein
HELDLCEG_00052	gene	2052	gdpP			
HELDLCEG_00052	mRNA	2052	gdpP			
HELDLCEG_00052	CDS	2052	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
HELDLCEG_00053	gene	447	rplI			
HELDLCEG_00053	mRNA	447	rplI			
HELDLCEG_00053	CDS	447	rplI			50S ribosomal protein L9
HELDLCEG_00054	gene	1332	dnaC			
HELDLCEG_00054	mRNA	1332	dnaC			
HELDLCEG_00054	CDS	1332	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
HELDLCEG_00055	gene	171				
HELDLCEG_00055	mRNA	171				
HELDLCEG_00055	CDS	171			COG1145	Ferredoxin
HELDLCEG_00056	gene	876	rsmA			
HELDLCEG_00056	mRNA	876	rsmA			
HELDLCEG_00056	CDS	876	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
HELDLCEG_00057	gene	756				
HELDLCEG_00057	mRNA	756				
HELDLCEG_00057	CDS	756				hypothetical protein
HELDLCEG_00058	gene	1635				
HELDLCEG_00058	mRNA	1635				
HELDLCEG_00058	CDS	1635				hypothetical protein
HELDLCEG_00059	gene	1599	deaD			
HELDLCEG_00059	mRNA	1599	deaD			
HELDLCEG_00059	CDS	1599	deaD	3.6.4.13		ATP-dependent RNA helicase DeaD
HELDLCEG_00060	gene	555	rssB_1			
HELDLCEG_00060	mRNA	555	rssB_1			
HELDLCEG_00060	CDS	555	rssB_1			Regulator of RpoS
HELDLCEG_00061	gene	171				
HELDLCEG_00061	mRNA	171				
HELDLCEG_00061	CDS	171				hypothetical protein
HELDLCEG_00062	gene	1089				
HELDLCEG_00062	mRNA	1089				
HELDLCEG_00062	CDS	1089				hypothetical protein
HELDLCEG_00063	gene	1098	cobD			
HELDLCEG_00063	mRNA	1098	cobD			
HELDLCEG_00063	CDS	1098	cobD	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
HELDLCEG_00064	gene	639	cbiC			
HELDLCEG_00064	mRNA	639	cbiC			
HELDLCEG_00064	CDS	639	cbiC	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase
HELDLCEG_00065	gene	1287				
HELDLCEG_00065	mRNA	1287				
HELDLCEG_00065	CDS	1287				hypothetical protein
HELDLCEG_00066	gene	567				
HELDLCEG_00066	mRNA	567				
HELDLCEG_00066	CDS	567				hypothetical protein
HELDLCEG_00067	gene	876	map_1			
HELDLCEG_00067	mRNA	876	map_1			
HELDLCEG_00067	CDS	876	map_1	3.4.11.18	COG0024	Methionine aminopeptidase
HELDLCEG_00068	gene	672				
HELDLCEG_00068	mRNA	672				
HELDLCEG_00068	CDS	672				hypothetical protein
HELDLCEG_00069	gene	1218				
HELDLCEG_00069	mRNA	1218				
HELDLCEG_00069	CDS	1218				hypothetical protein
HELDLCEG_00070	gene	984				
HELDLCEG_00070	mRNA	984				
HELDLCEG_00070	CDS	984				hypothetical protein
HELDLCEG_00071	gene	1563				
HELDLCEG_00071	mRNA	1563				
HELDLCEG_00071	CDS	1563				hypothetical protein
HELDLCEG_00072	gene	243				
HELDLCEG_00072	mRNA	243				
HELDLCEG_00072	CDS	243				hypothetical protein
HELDLCEG_00073	gene	417				
HELDLCEG_00073	mRNA	417				
HELDLCEG_00073	CDS	417				hypothetical protein
HELDLCEG_00074	gene	744	plsC			
HELDLCEG_00074	mRNA	744	plsC			
HELDLCEG_00074	CDS	744	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
HELDLCEG_00075	gene	2199	mcpB_1			
HELDLCEG_00075	mRNA	2199	mcpB_1			
HELDLCEG_00075	CDS	2199	mcpB_1		COG0840	Methyl-accepting chemotaxis protein McpB
HELDLCEG_00076	gene	1587				
HELDLCEG_00076	mRNA	1587				
HELDLCEG_00076	CDS	1587		3.2.1.1	COG0366	Alpha-amylase
HELDLCEG_00077	gene	888	dasC			
HELDLCEG_00077	mRNA	888	dasC			
HELDLCEG_00077	CDS	888	dasC		COG0395	Diacetylchitobiose uptake system permease protein DasC
HELDLCEG_00078	gene	1374				
HELDLCEG_00078	mRNA	1374				
HELDLCEG_00078	CDS	1374				hypothetical protein
HELDLCEG_00079	gene	1299				
HELDLCEG_00079	mRNA	1299				
HELDLCEG_00079	CDS	1299				hypothetical protein
HELDLCEG_00080	gene	450	malQ_1			
HELDLCEG_00080	mRNA	450	malQ_1			
HELDLCEG_00080	CDS	450	malQ_1	2.4.1.25	COG1640	4-alpha-glucanotransferase
HELDLCEG_00081	gene	156				
HELDLCEG_00081	mRNA	156				
HELDLCEG_00081	CDS	156				hypothetical protein
HELDLCEG_00082	gene	660				
HELDLCEG_00082	mRNA	660				
HELDLCEG_00082	CDS	660				hypothetical protein
HELDLCEG_00083	gene	1365				
HELDLCEG_00083	mRNA	1365				
HELDLCEG_00083	CDS	1365				hypothetical protein
HELDLCEG_00084	gene	366	ytrA_1			
HELDLCEG_00084	mRNA	366	ytrA_1			
HELDLCEG_00084	CDS	366	ytrA_1		COG1725	HTH-type transcriptional repressor YtrA
HELDLCEG_00085	gene	570				
HELDLCEG_00085	mRNA	570				
HELDLCEG_00085	CDS	570				hypothetical protein
HELDLCEG_00086	gene	750				
HELDLCEG_00086	mRNA	750				
HELDLCEG_00086	CDS	750			COG3385	IS4 family transposase ISL5
HELDLCEG_00087	gene	486				
HELDLCEG_00087	mRNA	486				
HELDLCEG_00087	CDS	486			COG3385	IS4 family transposase ISPepr1
HELDLCEG_00088	gene	1488				
HELDLCEG_00088	mRNA	1488				
HELDLCEG_00088	CDS	1488				hypothetical protein
HELDLCEG_00089	gene	924	aplIR			
HELDLCEG_00089	mRNA	924	aplIR			
HELDLCEG_00089	CDS	924	aplIR	3.1.21.4		Type-2 restriction enzyme AplI
HELDLCEG_00090	gene	1041				
HELDLCEG_00090	mRNA	1041				
HELDLCEG_00090	CDS	1041				hypothetical protein
HELDLCEG_00091	gene	162				
HELDLCEG_00091	mRNA	162				
HELDLCEG_00091	CDS	162				hypothetical protein
HELDLCEG_00092	gene	471				
HELDLCEG_00092	mRNA	471				
HELDLCEG_00092	CDS	471				hypothetical protein
HELDLCEG_00093	gene	489				
HELDLCEG_00093	mRNA	489				
HELDLCEG_00093	CDS	489				hypothetical protein
HELDLCEG_00094	gene	447				
HELDLCEG_00094	mRNA	447				
HELDLCEG_00094	CDS	447				hypothetical protein
HELDLCEG_00095	gene	168				
HELDLCEG_00095	mRNA	168				
HELDLCEG_00095	CDS	168				hypothetical protein
HELDLCEG_00096	gene	264				
HELDLCEG_00096	mRNA	264				
HELDLCEG_00096	CDS	264				hypothetical protein
HELDLCEG_00097	gene	1359				
HELDLCEG_00097	mRNA	1359				
HELDLCEG_00097	CDS	1359				hypothetical protein
HELDLCEG_00098	gene	150				
HELDLCEG_00098	mRNA	150				
HELDLCEG_00098	CDS	150				hypothetical protein
HELDLCEG_00099	gene	384				
HELDLCEG_00099	mRNA	384				
HELDLCEG_00099	CDS	384				hypothetical protein
HELDLCEG_00100	gene	771	nadE_1			
HELDLCEG_00100	mRNA	771	nadE_1			
HELDLCEG_00100	CDS	771	nadE_1	6.3.5.1		Glutamine-dependent NAD(+) synthetase
HELDLCEG_00101	gene	468				
HELDLCEG_00101	mRNA	468				
HELDLCEG_00101	CDS	468				hypothetical protein
HELDLCEG_00102	gene	252				
HELDLCEG_00102	mRNA	252				
HELDLCEG_00102	CDS	252				hypothetical protein
HELDLCEG_00103	gene	633				
HELDLCEG_00103	mRNA	633				
HELDLCEG_00103	CDS	633				hypothetical protein
HELDLCEG_00104	gene	963	ftsY			
HELDLCEG_00104	mRNA	963	ftsY			
HELDLCEG_00104	CDS	963	ftsY		COG0552	Signal recognition particle receptor FtsY
HELDLCEG_00105	gene	3558	smc_2			
HELDLCEG_00105	mRNA	3558	smc_2			
HELDLCEG_00105	CDS	3558	smc_2		COG1196	Chromosome partition protein Smc
HELDLCEG_00106	gene	690	rnc			
HELDLCEG_00106	mRNA	690	rnc			
HELDLCEG_00106	CDS	690	rnc	3.1.26.3	COG0571	Ribonuclease 3
HELDLCEG_00107	gene	237	acpP			
HELDLCEG_00107	mRNA	237	acpP			
HELDLCEG_00107	CDS	237	acpP			Acyl carrier protein
HELDLCEG_00108	gene	1026	plsX			
HELDLCEG_00108	mRNA	1026	plsX			
HELDLCEG_00108	CDS	1026	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
HELDLCEG_00109	gene	180	rpmF			
HELDLCEG_00109	mRNA	180	rpmF			
HELDLCEG_00109	CDS	180	rpmF			50S ribosomal protein L32
HELDLCEG_00110	gene	525				
HELDLCEG_00110	mRNA	525				
HELDLCEG_00110	CDS	525				hypothetical protein
HELDLCEG_00111	gene	1191	ackA			
HELDLCEG_00111	mRNA	1191	ackA			
HELDLCEG_00111	CDS	1191	ackA	2.7.2.1	COG0282	Acetate kinase
HELDLCEG_00112	gene	1311	tmcAL			
HELDLCEG_00112	mRNA	1311	tmcAL			
HELDLCEG_00112	CDS	1311	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
HELDLCEG_00113	gene	1113	aroB			
HELDLCEG_00113	mRNA	1113	aroB			
HELDLCEG_00113	CDS	1113	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
HELDLCEG_00114	gene	588				
HELDLCEG_00114	mRNA	588				
HELDLCEG_00114	CDS	588				hypothetical protein
HELDLCEG_00115	gene	387				
HELDLCEG_00115	mRNA	387				
HELDLCEG_00115	CDS	387				hypothetical protein
HELDLCEG_00116	gene	483				
HELDLCEG_00116	mRNA	483				
HELDLCEG_00116	CDS	483				hypothetical protein
HELDLCEG_00117	gene	1680	glnS			
HELDLCEG_00117	mRNA	1680	glnS			
HELDLCEG_00117	CDS	1680	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
HELDLCEG_00118	gene	1212				
HELDLCEG_00118	mRNA	1212				
HELDLCEG_00118	CDS	1212				hypothetical protein
HELDLCEG_00119	gene	876				
HELDLCEG_00119	mRNA	876				
HELDLCEG_00119	CDS	876				hypothetical protein
HELDLCEG_00120	gene	1308				
HELDLCEG_00120	mRNA	1308				
HELDLCEG_00120	CDS	1308		3.2.1.54	COG0366	Cyclomaltodextrinase
HELDLCEG_00121	gene	186				
HELDLCEG_00121	mRNA	186				
HELDLCEG_00121	CDS	186				hypothetical protein
HELDLCEG_00122	gene	2490	lacZ_1			
HELDLCEG_00122	mRNA	2490	lacZ_1			
HELDLCEG_00122	CDS	2490	lacZ_1	3.2.1.23		Beta-galactosidase
HELDLCEG_00123	gene	2010	lacZ_2			
HELDLCEG_00123	mRNA	2010	lacZ_2			
HELDLCEG_00123	CDS	2010	lacZ_2	3.2.1.23	COG1874	Beta-galactosidase LacZ
HELDLCEG_00124	gene	804	rhaR_1			
HELDLCEG_00124	mRNA	804	rhaR_1			
HELDLCEG_00124	CDS	804	rhaR_1			HTH-type transcriptional activator RhaR
HELDLCEG_00125	gene	441				
HELDLCEG_00125	mRNA	441				
HELDLCEG_00125	CDS	441				hypothetical protein
HELDLCEG_00126	gene	441				
HELDLCEG_00126	mRNA	441				
HELDLCEG_00126	CDS	441				hypothetical protein
HELDLCEG_00127	gene	345				
HELDLCEG_00127	mRNA	345				
HELDLCEG_00127	CDS	345				hypothetical protein
HELDLCEG_00128	gene	1812				
HELDLCEG_00128	mRNA	1812				
HELDLCEG_00128	CDS	1812				hypothetical protein
HELDLCEG_00129	gene	837				
HELDLCEG_00129	mRNA	837				
HELDLCEG_00129	CDS	837				hypothetical protein
HELDLCEG_00130	gene	801				
HELDLCEG_00130	mRNA	801				
HELDLCEG_00130	CDS	801				hypothetical protein
HELDLCEG_00131	gene	879	pdxS			
HELDLCEG_00131	mRNA	879	pdxS			
HELDLCEG_00131	CDS	879	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
HELDLCEG_00132	gene	546	pdxT			
HELDLCEG_00132	mRNA	546	pdxT			
HELDLCEG_00132	CDS	546	pdxT	4.3.3.6	COG0311	Pyridoxal 5'-phosphate synthase subunit PdxT
HELDLCEG_00133	gene	570	thiE			
HELDLCEG_00133	mRNA	570	thiE			
HELDLCEG_00133	CDS	570	thiE	2.5.1.3		Thiamine-phosphate synthase
HELDLCEG_00134	gene	1254	thiH			
HELDLCEG_00134	mRNA	1254	thiH			
HELDLCEG_00134	CDS	1254	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
HELDLCEG_00135	gene	771	thiG			
HELDLCEG_00135	mRNA	771	thiG			
HELDLCEG_00135	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
HELDLCEG_00136	gene	2634	ndhI_1			
HELDLCEG_00136	mRNA	2634	ndhI_1			
HELDLCEG_00136	CDS	2634	ndhI_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
HELDLCEG_00137	gene	441				
HELDLCEG_00137	mRNA	441				
HELDLCEG_00137	CDS	441				hypothetical protein
HELDLCEG_00138	gene	1257				
HELDLCEG_00138	mRNA	1257				
HELDLCEG_00138	CDS	1257				hypothetical protein
HELDLCEG_00139	gene	246				
HELDLCEG_00139	mRNA	246				
HELDLCEG_00139	CDS	246				hypothetical protein
HELDLCEG_00140	gene	351				
HELDLCEG_00140	mRNA	351				
HELDLCEG_00140	CDS	351				hypothetical protein
HELDLCEG_00141	gene	1113	glf_1			
HELDLCEG_00141	mRNA	1113	glf_1			
HELDLCEG_00141	CDS	1113	glf_1	5.4.99.9	COG0562	UDP-galactopyranose mutase
HELDLCEG_00142	gene	1254				
HELDLCEG_00142	mRNA	1254				
HELDLCEG_00142	CDS	1254				hypothetical protein
HELDLCEG_00143	gene	1029				
HELDLCEG_00143	mRNA	1029				
HELDLCEG_00143	CDS	1029				hypothetical protein
HELDLCEG_00144	gene	1077				
HELDLCEG_00144	mRNA	1077				
HELDLCEG_00144	CDS	1077				hypothetical protein
HELDLCEG_00145	gene	2109				
HELDLCEG_00145	mRNA	2109				
HELDLCEG_00145	CDS	2109				hypothetical protein
HELDLCEG_00146	gene	759				
HELDLCEG_00146	mRNA	759				
HELDLCEG_00146	CDS	759				hypothetical protein
HELDLCEG_00147	gene	1524	rsxB_1			
HELDLCEG_00147	mRNA	1524	rsxB_1			
HELDLCEG_00147	CDS	1524	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
HELDLCEG_00148	gene	750	glcR			
HELDLCEG_00148	mRNA	750	glcR			
HELDLCEG_00148	CDS	750	glcR		COG1349	HTH-type transcriptional repressor GlcR
HELDLCEG_00149	gene	624	plsY_1			
HELDLCEG_00149	mRNA	624	plsY_1			
HELDLCEG_00149	CDS	624	plsY_1	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
HELDLCEG_00150	gene	768	soj_1			
HELDLCEG_00150	mRNA	768	soj_1			
HELDLCEG_00150	CDS	768	soj_1	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
HELDLCEG_00151	gene	912	parB			
HELDLCEG_00151	mRNA	912	parB			
HELDLCEG_00151	CDS	912	parB		COG1475	putative chromosome-partitioning protein ParB
HELDLCEG_00152	gene	513				
HELDLCEG_00152	mRNA	513				
HELDLCEG_00152	CDS	513				hypothetical protein
HELDLCEG_00153	gene	1029				
HELDLCEG_00153	mRNA	1029				
HELDLCEG_00153	CDS	1029				hypothetical protein
HELDLCEG_00154	gene	873				
HELDLCEG_00154	mRNA	873				
HELDLCEG_00154	CDS	873				hypothetical protein
HELDLCEG_00155	gene	73				
HELDLCEG_00155	mRNA	73				
HELDLCEG_00155	tRNA	73				tRNA-Arg(cct)
HELDLCEG_00156	gene	867	noc_1			
HELDLCEG_00156	mRNA	867	noc_1			
HELDLCEG_00156	CDS	867	noc_1			Nucleoid occlusion protein
HELDLCEG_00157	gene	786	soj_2			
HELDLCEG_00157	mRNA	786	soj_2			
HELDLCEG_00157	CDS	786	soj_2	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
HELDLCEG_00158	gene	930	noc_2			
HELDLCEG_00158	mRNA	930	noc_2			
HELDLCEG_00158	CDS	930	noc_2			Nucleoid occlusion protein
HELDLCEG_00159	gene	963				
HELDLCEG_00159	mRNA	963				
HELDLCEG_00159	CDS	963				hypothetical protein
HELDLCEG_00160	gene	270				
HELDLCEG_00160	mRNA	270				
HELDLCEG_00160	CDS	270				hypothetical protein
HELDLCEG_00161	gene	447				
HELDLCEG_00161	mRNA	447				
HELDLCEG_00161	CDS	447				hypothetical protein
HELDLCEG_00162	gene	1080				
HELDLCEG_00162	mRNA	1080				
HELDLCEG_00162	CDS	1080				hypothetical protein
HELDLCEG_00163	gene	1755				
HELDLCEG_00163	mRNA	1755				
HELDLCEG_00163	CDS	1755				hypothetical protein
HELDLCEG_00164	gene	1029	xerC_1			
HELDLCEG_00164	mRNA	1029	xerC_1			
HELDLCEG_00164	CDS	1029	xerC_1			Tyrosine recombinase XerC
HELDLCEG_00165	gene	1368				
HELDLCEG_00165	mRNA	1368				
HELDLCEG_00165	CDS	1368				hypothetical protein
HELDLCEG_00166	gene	669				
HELDLCEG_00166	mRNA	669				
HELDLCEG_00166	CDS	669				hypothetical protein
HELDLCEG_00167	gene	228				
HELDLCEG_00167	mRNA	228				
HELDLCEG_00167	CDS	228				hypothetical protein
HELDLCEG_00168	gene	1056	epsJ			
HELDLCEG_00168	mRNA	1056	epsJ			
HELDLCEG_00168	CDS	1056	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
HELDLCEG_00169	gene	1353				
HELDLCEG_00169	mRNA	1353				
HELDLCEG_00169	CDS	1353				hypothetical protein
HELDLCEG_00170	gene	264	crh			
HELDLCEG_00170	mRNA	264	crh			
HELDLCEG_00170	CDS	264	crh		COG1925	HPr-like protein Crh
HELDLCEG_00171	gene	1350	glmM_1			
HELDLCEG_00171	mRNA	1350	glmM_1			
HELDLCEG_00171	CDS	1350	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
HELDLCEG_00172	gene	1308				
HELDLCEG_00172	mRNA	1308				
HELDLCEG_00172	CDS	1308				hypothetical protein
HELDLCEG_00173	gene	906	dacA			
HELDLCEG_00173	mRNA	906	dacA			
HELDLCEG_00173	CDS	906	dacA	2.7.7.85		Diadenylate cyclase
HELDLCEG_00174	gene	1050				
HELDLCEG_00174	mRNA	1050				
HELDLCEG_00174	CDS	1050				hypothetical protein
HELDLCEG_00175	gene	393				
HELDLCEG_00175	mRNA	393				
HELDLCEG_00175	CDS	393				hypothetical protein
HELDLCEG_00176	gene	411				
HELDLCEG_00176	mRNA	411				
HELDLCEG_00176	CDS	411				hypothetical protein
HELDLCEG_00177	gene	234	purF_1			
HELDLCEG_00177	mRNA	234	purF_1			
HELDLCEG_00177	CDS	234	purF_1	2.4.2.14		Amidophosphoribosyltransferase
HELDLCEG_00178	gene	1194	hom			
HELDLCEG_00178	mRNA	1194	hom			
HELDLCEG_00178	CDS	1194	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
HELDLCEG_00179	gene	444				
HELDLCEG_00179	mRNA	444				
HELDLCEG_00179	CDS	444				hypothetical protein
HELDLCEG_00180	gene	1221				
HELDLCEG_00180	mRNA	1221				
HELDLCEG_00180	CDS	1221				hypothetical protein
HELDLCEG_00181	gene	1017	prfB			
HELDLCEG_00181	mRNA	1017	prfB			
HELDLCEG_00181	CDS	1017	prfB			Peptide chain release factor 2
HELDLCEG_00182	gene	492				
HELDLCEG_00182	mRNA	492				
HELDLCEG_00182	CDS	492				hypothetical protein
HELDLCEG_00183	gene	1290	ctpB			
HELDLCEG_00183	mRNA	1290	ctpB			
HELDLCEG_00183	CDS	1290	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
HELDLCEG_00184	gene	1656				
HELDLCEG_00184	mRNA	1656				
HELDLCEG_00184	CDS	1656				hypothetical protein
HELDLCEG_00185	gene	966	scrK_1			
HELDLCEG_00185	mRNA	966	scrK_1			
