locus_tag	ftype	length_bp	gene	EC_number	COG	product
KNBIHPMI_00016	CDS	1719				hypothetical protein
KNBIHPMI_00017	gene	660				
KNBIHPMI_00017	mRNA	660				
KNBIHPMI_00017	CDS	660				hypothetical protein
KNBIHPMI_00018	gene	1206	rhaR			
KNBIHPMI_00018	mRNA	1206	rhaR			
KNBIHPMI_00018	CDS	1206	rhaR			HTH-type transcriptional activator RhaR
KNBIHPMI_00019	gene	1596	xylP_1			
KNBIHPMI_00019	mRNA	1596	xylP_1			
KNBIHPMI_00019	CDS	1596	xylP_1			Isoprimeverose transporter
KNBIHPMI_00020	gene	2565				
KNBIHPMI_00020	mRNA	2565				
KNBIHPMI_00020	CDS	2565		3.2.1.40		Alpha-L-rhamnosidase
KNBIHPMI_00021	gene	91				
KNBIHPMI_00021	mRNA	91				
KNBIHPMI_00021	tRNA	91				tRNA-Ser(cga)
KNBIHPMI_00022	gene	399				
KNBIHPMI_00022	mRNA	399				
KNBIHPMI_00022	CDS	399				hypothetical protein
KNBIHPMI_00023	gene	1587				
KNBIHPMI_00023	mRNA	1587				
KNBIHPMI_00023	CDS	1587				hypothetical protein
KNBIHPMI_00024	gene	198				
KNBIHPMI_00024	mRNA	198				
KNBIHPMI_00024	CDS	198				hypothetical protein
KNBIHPMI_00025	gene	1647				
KNBIHPMI_00025	mRNA	1647				
KNBIHPMI_00025	CDS	1647				hypothetical protein
KNBIHPMI_00026	gene	1083				
KNBIHPMI_00026	mRNA	1083				
KNBIHPMI_00026	CDS	1083				hypothetical protein
KNBIHPMI_00027	gene	744	rsxB_1			
KNBIHPMI_00027	mRNA	744	rsxB_1			
KNBIHPMI_00027	CDS	744	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
KNBIHPMI_00028	gene	1113				
KNBIHPMI_00028	mRNA	1113				
KNBIHPMI_00028	CDS	1113				hypothetical protein
KNBIHPMI_00029	gene	2841				
KNBIHPMI_00029	mRNA	2841				
KNBIHPMI_00029	CDS	2841				hypothetical protein
KNBIHPMI_00030	gene	1218	femA			
KNBIHPMI_00030	mRNA	1218	femA			
KNBIHPMI_00030	CDS	1218	femA	2.3.2.17		Aminoacyltransferase FemA
KNBIHPMI_00031	gene	1224	tyrS			
KNBIHPMI_00031	mRNA	1224	tyrS			
KNBIHPMI_00031	CDS	1224	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
KNBIHPMI_00032	gene	1368	trkA			
KNBIHPMI_00032	mRNA	1368	trkA			
KNBIHPMI_00032	CDS	1368	trkA		COG0569	Trk system potassium uptake protein TrkA
KNBIHPMI_00033	gene	1458	trkG			
KNBIHPMI_00033	mRNA	1458	trkG			
KNBIHPMI_00033	CDS	1458	trkG		COG0168	Trk system potassium uptake protein TrkG
KNBIHPMI_00034	gene	1566	mdtA			
KNBIHPMI_00034	mRNA	1566	mdtA			
KNBIHPMI_00034	CDS	1566	mdtA			Multidrug resistance protein MdtA
KNBIHPMI_00035	gene	579				
KNBIHPMI_00035	mRNA	579				
KNBIHPMI_00035	CDS	579				hypothetical protein
KNBIHPMI_00036	gene	465				
KNBIHPMI_00036	mRNA	465				
KNBIHPMI_00036	CDS	465				hypothetical protein
KNBIHPMI_00037	gene	411				
KNBIHPMI_00037	mRNA	411				
KNBIHPMI_00037	CDS	411				hypothetical protein
KNBIHPMI_00038	gene	1938	metG			
KNBIHPMI_00038	mRNA	1938	metG			
KNBIHPMI_00038	CDS	1938	metG	6.1.1.10		Methionine--tRNA ligase
KNBIHPMI_00039	gene	786	dtd3			
KNBIHPMI_00039	mRNA	786	dtd3			
KNBIHPMI_00039	CDS	786	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
KNBIHPMI_00040	gene	1029	xerC_1			
KNBIHPMI_00040	mRNA	1029	xerC_1			
KNBIHPMI_00040	CDS	1029	xerC_1			Tyrosine recombinase XerC
KNBIHPMI_00041	gene	630				
KNBIHPMI_00041	mRNA	630				
KNBIHPMI_00041	CDS	630				hypothetical protein
KNBIHPMI_00042	gene	777				
KNBIHPMI_00042	mRNA	777				
KNBIHPMI_00042	CDS	777				hypothetical protein
KNBIHPMI_00043	gene	432				
KNBIHPMI_00043	mRNA	432				
KNBIHPMI_00043	CDS	432				hypothetical protein
KNBIHPMI_00044	gene	342	paaK_1			
KNBIHPMI_00044	mRNA	342	paaK_1			
KNBIHPMI_00044	CDS	342	paaK_1	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
KNBIHPMI_00045	gene	453	rpiB			
KNBIHPMI_00045	mRNA	453	rpiB			
KNBIHPMI_00045	CDS	453	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
KNBIHPMI_00046	gene	705				
KNBIHPMI_00046	mRNA	705				
KNBIHPMI_00046	CDS	705				hypothetical protein
KNBIHPMI_00047	gene	447	tsaE			
KNBIHPMI_00047	mRNA	447	tsaE			
KNBIHPMI_00047	CDS	447	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
KNBIHPMI_00048	gene	1185	mrdB			
KNBIHPMI_00048	mRNA	1185	mrdB			
KNBIHPMI_00048	CDS	1185	mrdB	2.4.1.129		Peptidoglycan glycosyltransferase MrdB
KNBIHPMI_00049	gene	1620				
KNBIHPMI_00049	mRNA	1620				
KNBIHPMI_00049	CDS	1620				hypothetical protein
KNBIHPMI_00050	gene	891	rsgA			
KNBIHPMI_00050	mRNA	891	rsgA			
KNBIHPMI_00050	CDS	891	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
KNBIHPMI_00051	gene	2178	pknD_1			
KNBIHPMI_00051	mRNA	2178	pknD_1			
KNBIHPMI_00051	CDS	2178	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
KNBIHPMI_00052	gene	729	prpC_1			
KNBIHPMI_00052	mRNA	729	prpC_1			
KNBIHPMI_00052	CDS	729	prpC_1	3.1.3.16	COG0631	Protein phosphatase PrpC
KNBIHPMI_00053	gene	1038	rlmN			
KNBIHPMI_00053	mRNA	1038	rlmN			
KNBIHPMI_00053	CDS	1038	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
KNBIHPMI_00054	gene	1323	rsmB			
KNBIHPMI_00054	mRNA	1323	rsmB			
KNBIHPMI_00054	CDS	1323	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
KNBIHPMI_00055	gene	702				
KNBIHPMI_00055	mRNA	702				
KNBIHPMI_00055	CDS	702				hypothetical protein
KNBIHPMI_00056	gene	927	fmt			
KNBIHPMI_00056	mRNA	927	fmt			
KNBIHPMI_00056	CDS	927	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
KNBIHPMI_00057	gene	465	def			
KNBIHPMI_00057	mRNA	465	def			
KNBIHPMI_00057	CDS	465	def	3.5.1.88	COG0242	Peptide deformylase
KNBIHPMI_00058	gene	2445	priA			
KNBIHPMI_00058	mRNA	2445	priA			
KNBIHPMI_00058	CDS	2445	priA	3.6.4.-	COG1198	Primosomal protein N'
KNBIHPMI_00059	gene	210	rpoZ			
KNBIHPMI_00059	mRNA	210	rpoZ			
KNBIHPMI_00059	CDS	210	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
KNBIHPMI_00060	gene	618	gmk			
KNBIHPMI_00060	mRNA	618	gmk			
KNBIHPMI_00060	CDS	618	gmk	2.7.4.8	COG0194	Guanylate kinase
KNBIHPMI_00061	gene	276	remA			
KNBIHPMI_00061	mRNA	276	remA			
KNBIHPMI_00061	CDS	276	remA		COG2052	Extracellular matrix regulatory protein A
KNBIHPMI_00062	gene	882				
KNBIHPMI_00062	mRNA	882				
KNBIHPMI_00062	CDS	882				hypothetical protein
KNBIHPMI_00063	gene	339				
KNBIHPMI_00063	mRNA	339				
KNBIHPMI_00063	CDS	339				hypothetical protein
KNBIHPMI_00064	gene	765	rluB			
KNBIHPMI_00064	mRNA	765	rluB			
KNBIHPMI_00064	CDS	765	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
KNBIHPMI_00065	gene	1182	dacB			
KNBIHPMI_00065	mRNA	1182	dacB			
KNBIHPMI_00065	CDS	1182	dacB	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacB
KNBIHPMI_00066	gene	414	ytfJ			
KNBIHPMI_00066	mRNA	414	ytfJ			
KNBIHPMI_00066	CDS	414	ytfJ		COG3874	putative spore protein YtfJ
KNBIHPMI_00067	gene	693				
KNBIHPMI_00067	mRNA	693				
KNBIHPMI_00067	CDS	693				hypothetical protein
KNBIHPMI_00068	gene	561	scpB			
KNBIHPMI_00068	mRNA	561	scpB			
KNBIHPMI_00068	CDS	561	scpB			Segregation and condensation protein B
KNBIHPMI_00069	gene	810				
KNBIHPMI_00069	mRNA	810				
KNBIHPMI_00069	CDS	810				hypothetical protein
KNBIHPMI_00070	gene	747	ywqC			
KNBIHPMI_00070	mRNA	747	ywqC			
KNBIHPMI_00070	CDS	747	ywqC		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
KNBIHPMI_00071	gene	1143				
KNBIHPMI_00071	mRNA	1143				
KNBIHPMI_00071	CDS	1143				hypothetical protein
KNBIHPMI_00072	gene	864				
KNBIHPMI_00072	mRNA	864				
KNBIHPMI_00072	CDS	864				hypothetical protein
KNBIHPMI_00073	gene	945	arnC_1			
KNBIHPMI_00073	mRNA	945	arnC_1			
KNBIHPMI_00073	CDS	945	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
KNBIHPMI_00074	gene	951	arnC_2			
KNBIHPMI_00074	mRNA	951	arnC_2			
KNBIHPMI_00074	CDS	951	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
KNBIHPMI_00075	gene	1542				
KNBIHPMI_00075	mRNA	1542				
KNBIHPMI_00075	CDS	1542				hypothetical protein
KNBIHPMI_00076	gene	1062	epsI			
KNBIHPMI_00076	mRNA	1062	epsI			
KNBIHPMI_00076	CDS	1062	epsI	2.-.-.-	COG5039	Putative pyruvyl transferase EpsI
KNBIHPMI_00077	gene	972	arnC_3			
KNBIHPMI_00077	mRNA	972	arnC_3			
KNBIHPMI_00077	CDS	972	arnC_3	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
KNBIHPMI_00078	gene	981	arnC_4			
KNBIHPMI_00078	mRNA	981	arnC_4			
KNBIHPMI_00078	CDS	981	arnC_4	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
KNBIHPMI_00079	gene	1146	mshA			
KNBIHPMI_00079	mRNA	1146	mshA			
KNBIHPMI_00079	CDS	1146	mshA	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KNBIHPMI_00080	gene	567				
KNBIHPMI_00080	mRNA	567				
KNBIHPMI_00080	CDS	567				hypothetical protein
KNBIHPMI_00081	gene	1020	epsH			
KNBIHPMI_00081	mRNA	1020	epsH			
KNBIHPMI_00081	CDS	1020	epsH	2.4.-.-	COG0463	Putative glycosyltransferase EpsH
KNBIHPMI_00082	gene	1188				
KNBIHPMI_00082	mRNA	1188				
KNBIHPMI_00082	CDS	1188				hypothetical protein
KNBIHPMI_00083	gene	1140	epsF_1			
KNBIHPMI_00083	mRNA	1140	epsF_1			
KNBIHPMI_00083	CDS	1140	epsF_1	2.4.-.-	COG0438	Putative glycosyltransferase EpsF
KNBIHPMI_00084	gene	756				
KNBIHPMI_00084	mRNA	756				
KNBIHPMI_00084	CDS	756				hypothetical protein
KNBIHPMI_00085	gene	1083	epsF_2			
KNBIHPMI_00085	mRNA	1083	epsF_2			
KNBIHPMI_00085	CDS	1083	epsF_2	2.4.-.-	COG0438	Putative glycosyltransferase EpsF
KNBIHPMI_00086	gene	246	epsD			
KNBIHPMI_00086	mRNA	246	epsD			
KNBIHPMI_00086	CDS	246	epsD	2.4.-.-		Putative glycosyltransferase EpsD
KNBIHPMI_00087	gene	273				
KNBIHPMI_00087	mRNA	273				
KNBIHPMI_00087	CDS	273				hypothetical protein
KNBIHPMI_00088	gene	1317				
KNBIHPMI_00088	mRNA	1317				
KNBIHPMI_00088	CDS	1317				hypothetical protein
KNBIHPMI_00089	gene	9000				
KNBIHPMI_00089	mRNA	9000				
KNBIHPMI_00089	CDS	9000				hypothetical protein
KNBIHPMI_00090	gene	1404				
KNBIHPMI_00090	mRNA	1404				
KNBIHPMI_00090	CDS	1404				hypothetical protein
KNBIHPMI_00091	gene	1434				
KNBIHPMI_00091	mRNA	1434				
KNBIHPMI_00091	CDS	1434				hypothetical protein
KNBIHPMI_00092	gene	717				
KNBIHPMI_00092	mRNA	717				
KNBIHPMI_00092	CDS	717				hypothetical protein
KNBIHPMI_00093	gene	1719				
KNBIHPMI_00093	mRNA	1719				
KNBIHPMI_00093	CDS	1719				hypothetical protein
KNBIHPMI_00094	gene	372				
KNBIHPMI_00094	mRNA	372				
KNBIHPMI_00094	CDS	372				hypothetical protein
KNBIHPMI_00095	gene	345				
KNBIHPMI_00095	mRNA	345				
KNBIHPMI_00095	CDS	345				hypothetical protein
KNBIHPMI_00096	gene	1428	miaB			
KNBIHPMI_00096	mRNA	1428	miaB			
KNBIHPMI_00096	CDS	1428	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
KNBIHPMI_00097	gene	411				
KNBIHPMI_00097	mRNA	411				
KNBIHPMI_00097	CDS	411				hypothetical protein
KNBIHPMI_00098	gene	2619	mutS			
KNBIHPMI_00098	mRNA	2619	mutS			
KNBIHPMI_00098	CDS	2619	mutS		COG0249	DNA mismatch repair protein MutS
KNBIHPMI_00099	gene	2004	mutL			
KNBIHPMI_00099	mRNA	2004	mutL			
KNBIHPMI_00099	CDS	2004	mutL			DNA mismatch repair protein MutL
KNBIHPMI_00100	gene	948	miaA			
KNBIHPMI_00100	mRNA	948	miaA			
KNBIHPMI_00100	CDS	948	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
KNBIHPMI_00101	gene	1254				
KNBIHPMI_00101	mRNA	1254				
KNBIHPMI_00101	CDS	1254				hypothetical protein
KNBIHPMI_00102	gene	726	yggS			
KNBIHPMI_00102	mRNA	726	yggS			
KNBIHPMI_00102	CDS	726	yggS		COG0325	Pyridoxal phosphate homeostasis protein
KNBIHPMI_00103	gene	492	sepF			
KNBIHPMI_00103	mRNA	492	sepF			
KNBIHPMI_00103	CDS	492	sepF			Cell division protein SepF
KNBIHPMI_00104	gene	1221				
KNBIHPMI_00104	mRNA	1221				
KNBIHPMI_00104	CDS	1221				hypothetical protein
KNBIHPMI_00105	gene	519	lspA			
KNBIHPMI_00105	mRNA	519	lspA			
KNBIHPMI_00105	CDS	519	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
KNBIHPMI_00106	gene	936	rluD_1			
KNBIHPMI_00106	mRNA	936	rluD_1			
KNBIHPMI_00106	CDS	936	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
KNBIHPMI_00107	gene	825	cof			
KNBIHPMI_00107	mRNA	825	cof			
KNBIHPMI_00107	CDS	825	cof	3.6.1.-		HMP-PP phosphatase
KNBIHPMI_00108	gene	846	aptA_1			
KNBIHPMI_00108	mRNA	846	aptA_1			
KNBIHPMI_00108	CDS	846	aptA_1	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
KNBIHPMI_00109	gene	957	aptB_1			
KNBIHPMI_00109	mRNA	957	aptB_1			
KNBIHPMI_00109	CDS	957	aptB_1	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
KNBIHPMI_00110	gene	333				
KNBIHPMI_00110	mRNA	333				
KNBIHPMI_00110	CDS	333				hypothetical protein
KNBIHPMI_00111	gene	1254				
KNBIHPMI_00111	mRNA	1254				
KNBIHPMI_00111	CDS	1254				hypothetical protein
KNBIHPMI_00112	gene	1260				
KNBIHPMI_00112	mRNA	1260				
KNBIHPMI_00112	CDS	1260			COG1167	Putative aminotransferase/MSMEI_6121
KNBIHPMI_00113	gene	1344				
KNBIHPMI_00113	mRNA	1344				
KNBIHPMI_00113	CDS	1344				hypothetical protein
KNBIHPMI_00114	gene	519				
KNBIHPMI_00114	mRNA	519				
KNBIHPMI_00114	CDS	519				hypothetical protein
KNBIHPMI_00115	gene	1656	acsA_1			
KNBIHPMI_00115	mRNA	1656	acsA_1			
KNBIHPMI_00115	CDS	1656	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
KNBIHPMI_00116	gene	579				
KNBIHPMI_00116	mRNA	579				
KNBIHPMI_00116	CDS	579				hypothetical protein
KNBIHPMI_00117	gene	531	fumB			
KNBIHPMI_00117	mRNA	531	fumB			
KNBIHPMI_00117	CDS	531	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
KNBIHPMI_00118	gene	891				
KNBIHPMI_00118	mRNA	891				
KNBIHPMI_00118	CDS	891				hypothetical protein
KNBIHPMI_00119	gene	1761				
KNBIHPMI_00119	mRNA	1761				
KNBIHPMI_00119	CDS	1761				hypothetical protein
KNBIHPMI_00120	gene	255				
KNBIHPMI_00120	mRNA	255				
KNBIHPMI_00120	CDS	255				hypothetical protein
KNBIHPMI_00121	gene	1674	malL			
KNBIHPMI_00121	mRNA	1674	malL			
KNBIHPMI_00121	CDS	1674	malL	3.2.1.10	COG0366	Oligo-1,6-glucosidase
KNBIHPMI_00122	gene	606	moaA_1			
KNBIHPMI_00122	mRNA	606	moaA_1			
KNBIHPMI_00122	CDS	606	moaA_1			GTP 3',8-cyclase
KNBIHPMI_00123	gene	510				
KNBIHPMI_00123	mRNA	510				
KNBIHPMI_00123	CDS	510				hypothetical protein
KNBIHPMI_00124	gene	1419				
KNBIHPMI_00124	mRNA	1419				
KNBIHPMI_00124	CDS	1419				hypothetical protein
KNBIHPMI_00125	gene	702	walR			
KNBIHPMI_00125	mRNA	702	walR			
KNBIHPMI_00125	CDS	702	walR		COG0745	Transcriptional regulatory protein WalR
KNBIHPMI_00126	gene	1473	sasA_1			
KNBIHPMI_00126	mRNA	1473	sasA_1			
KNBIHPMI_00126	CDS	1473	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
KNBIHPMI_00127	gene	1038				
KNBIHPMI_00127	mRNA	1038				
KNBIHPMI_00127	CDS	1038				hypothetical protein
KNBIHPMI_00128	gene	843	prmC			
KNBIHPMI_00128	mRNA	843	prmC			
KNBIHPMI_00128	CDS	843	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
KNBIHPMI_00129	gene	714				
KNBIHPMI_00129	mRNA	714				
KNBIHPMI_00129	CDS	714				hypothetical protein
KNBIHPMI_00130	gene	711	scpA			
KNBIHPMI_00130	mRNA	711	scpA			
KNBIHPMI_00130	CDS	711	scpA			Segregation and condensation protein A
KNBIHPMI_00131	gene	762				
KNBIHPMI_00131	mRNA	762				
KNBIHPMI_00131	CDS	762				hypothetical protein
KNBIHPMI_00132	gene	900				
KNBIHPMI_00132	mRNA	900				
KNBIHPMI_00132	CDS	900				hypothetical protein
KNBIHPMI_00133	gene	339				
KNBIHPMI_00133	mRNA	339				
KNBIHPMI_00133	CDS	339				hypothetical protein
KNBIHPMI_00134	gene	2073				
KNBIHPMI_00134	mRNA	2073				
KNBIHPMI_00134	CDS	2073				hypothetical protein
KNBIHPMI_00135	gene	1434				
KNBIHPMI_00135	mRNA	1434				
KNBIHPMI_00135	CDS	1434				hypothetical protein
KNBIHPMI_00136	gene	579				
KNBIHPMI_00136	mRNA	579				
KNBIHPMI_00136	CDS	579				hypothetical protein
KNBIHPMI_00137	gene	213				
KNBIHPMI_00137	mRNA	213				
KNBIHPMI_00137	CDS	213				hypothetical protein
KNBIHPMI_00138	gene	798				
KNBIHPMI_00138	mRNA	798				
KNBIHPMI_00138	CDS	798				hypothetical protein
KNBIHPMI_00139	gene	342				
KNBIHPMI_00139	mRNA	342				
KNBIHPMI_00139	CDS	342				hypothetical protein
KNBIHPMI_00140	gene	303				
KNBIHPMI_00140	mRNA	303				
KNBIHPMI_00140	CDS	303				hypothetical protein
KNBIHPMI_00141	gene	108				
KNBIHPMI_00141	mRNA	108				
KNBIHPMI_00141	CDS	108				hypothetical protein
KNBIHPMI_00142	gene	546				
KNBIHPMI_00142	mRNA	546				
KNBIHPMI_00142	CDS	546				hypothetical protein
KNBIHPMI_00143	gene	192				
KNBIHPMI_00143	mRNA	192				
KNBIHPMI_00143	CDS	192				hypothetical protein
KNBIHPMI_00144	gene	135				
KNBIHPMI_00144	mRNA	135				
KNBIHPMI_00144	CDS	135				hypothetical protein
KNBIHPMI_00145	gene	1080				
KNBIHPMI_00145	mRNA	1080				
KNBIHPMI_00145	CDS	1080				hypothetical protein
KNBIHPMI_00146	gene	1104	tsf			
KNBIHPMI_00146	mRNA	1104	tsf			
KNBIHPMI_00146	CDS	1104	tsf		COG0264	Elongation factor Ts
KNBIHPMI_00147	gene	1392	yeeO_1			
KNBIHPMI_00147	mRNA	1392	yeeO_1			
KNBIHPMI_00147	CDS	1392	yeeO_1		COG0534	putative FMN/FAD exporter YeeO
KNBIHPMI_00148	gene	2229				
KNBIHPMI_00148	mRNA	2229				
KNBIHPMI_00148	CDS	2229				hypothetical protein
KNBIHPMI_00149	gene	798				
KNBIHPMI_00149	mRNA	798				
KNBIHPMI_00149	CDS	798				hypothetical protein
KNBIHPMI_00150	gene	777	sigG			
KNBIHPMI_00150	mRNA	777	sigG			
KNBIHPMI_00150	CDS	777	sigG		COG1191	RNA polymerase sigma-G factor
KNBIHPMI_00151	gene	2034				
KNBIHPMI_00151	mRNA	2034				
KNBIHPMI_00151	CDS	2034				hypothetical protein
KNBIHPMI_00152	gene	1074				
KNBIHPMI_00152	mRNA	1074				
KNBIHPMI_00152	CDS	1074		1.8.98.-	COG0641	Anaerobic sulfatase-maturating enzyme
KNBIHPMI_00153	gene	291				
KNBIHPMI_00153	mRNA	291				
KNBIHPMI_00153	CDS	291				hypothetical protein
KNBIHPMI_00154	gene	1167	ybdL			
KNBIHPMI_00154	mRNA	1167	ybdL			
KNBIHPMI_00154	CDS	1167	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
KNBIHPMI_00155	gene	975	cbh			
KNBIHPMI_00155	mRNA	975	cbh			
KNBIHPMI_00155	CDS	975	cbh	3.5.1.24		Choloylglycine hydrolase
KNBIHPMI_00156	gene	261				
KNBIHPMI_00156	mRNA	261				
KNBIHPMI_00156	CDS	261				hypothetical protein
KNBIHPMI_00157	gene	1584	cheB			
KNBIHPMI_00157	mRNA	1584	cheB			
KNBIHPMI_00157	CDS	1584	cheB	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
KNBIHPMI_00158	gene	1737				
KNBIHPMI_00158	mRNA	1737				
KNBIHPMI_00158	CDS	1737				hypothetical protein
KNBIHPMI_00159	gene	984				
KNBIHPMI_00159	mRNA	984				
KNBIHPMI_00159	CDS	984				hypothetical protein
KNBIHPMI_00160	gene	1086	mglB			
KNBIHPMI_00160	mRNA	1086	mglB			
KNBIHPMI_00160	CDS	1086	mglB		COG1879	D-galactose-binding periplasmic protein
KNBIHPMI_00161	gene	309	ssbA			
KNBIHPMI_00161	mRNA	309	ssbA			
KNBIHPMI_00161	CDS	309	ssbA		COG0629	Single-stranded DNA-binding protein A
KNBIHPMI_00162	gene	264				
KNBIHPMI_00162	mRNA	264				
KNBIHPMI_00162	CDS	264				hypothetical protein
KNBIHPMI_00163	gene	504				
KNBIHPMI_00163	mRNA	504				
KNBIHPMI_00163	CDS	504				hypothetical protein
KNBIHPMI_00164	gene	198				
KNBIHPMI_00164	mRNA	198				
KNBIHPMI_00164	CDS	198				hypothetical protein
KNBIHPMI_00165	gene	321				
KNBIHPMI_00165	mRNA	321				
KNBIHPMI_00165	CDS	321				hypothetical protein
KNBIHPMI_00166	gene	267				
KNBIHPMI_00166	mRNA	267				
KNBIHPMI_00166	CDS	267				hypothetical protein
KNBIHPMI_00167	gene	411				
KNBIHPMI_00167	mRNA	411				
KNBIHPMI_00167	CDS	411				hypothetical protein
KNBIHPMI_00168	gene	99				
KNBIHPMI_00168	mRNA	99				
KNBIHPMI_00168	CDS	99				hypothetical protein
KNBIHPMI_00169	gene	843				
KNBIHPMI_00169	mRNA	843				
KNBIHPMI_00169	CDS	843				hypothetical protein
KNBIHPMI_00170	gene	417				
KNBIHPMI_00170	mRNA	417				
KNBIHPMI_00170	CDS	417				hypothetical protein
KNBIHPMI_00171	gene	1059	xerC_2			
KNBIHPMI_00171	mRNA	1059	xerC_2			
KNBIHPMI_00171	CDS	1059	xerC_2			Tyrosine recombinase XerC
KNBIHPMI_00172	gene	76				
KNBIHPMI_00172	mRNA	76				
KNBIHPMI_00172	tRNA	76				tRNA-Ala(ggc)
KNBIHPMI_00173	gene	939	csbB			
KNBIHPMI_00173	mRNA	939	csbB			
