locus_tag	ftype	length_bp	gene	EC_number	COG	product
FNOGCKNG_00024	CDS	555				hypothetical protein
FNOGCKNG_00025	gene	498	hndA			
FNOGCKNG_00025	mRNA	498	hndA			
FNOGCKNG_00025	CDS	498	hndA	1.12.1.3	COG1905	NADP-reducing hydrogenase subunit HndA
FNOGCKNG_00026	gene	771				
FNOGCKNG_00026	mRNA	771				
FNOGCKNG_00026	CDS	771				hypothetical protein
FNOGCKNG_00027	gene	345				
FNOGCKNG_00027	mRNA	345				
FNOGCKNG_00027	CDS	345				hypothetical protein
FNOGCKNG_00028	gene	1380	rsxB_1			
FNOGCKNG_00028	mRNA	1380	rsxB_1			
FNOGCKNG_00028	CDS	1380	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
FNOGCKNG_00029	gene	444	spoIIAB			
FNOGCKNG_00029	mRNA	444	spoIIAB			
FNOGCKNG_00029	CDS	444	spoIIAB	2.7.11.1		Anti-sigma F factor
FNOGCKNG_00030	gene	363				
FNOGCKNG_00030	mRNA	363				
FNOGCKNG_00030	CDS	363				hypothetical protein
FNOGCKNG_00031	gene	1287				
FNOGCKNG_00031	mRNA	1287				
FNOGCKNG_00031	CDS	1287				hypothetical protein
FNOGCKNG_00032	gene	1305	fpgS			
FNOGCKNG_00032	mRNA	1305	fpgS			
FNOGCKNG_00032	CDS	1305	fpgS	6.3.2.17		Folylpolyglutamate synthase
FNOGCKNG_00033	gene	2655	valS			
FNOGCKNG_00033	mRNA	2655	valS			
FNOGCKNG_00033	CDS	2655	valS	6.1.1.9		Valine--tRNA ligase
FNOGCKNG_00034	gene	411				
FNOGCKNG_00034	mRNA	411				
FNOGCKNG_00034	CDS	411				hypothetical protein
FNOGCKNG_00035	gene	936				
FNOGCKNG_00035	mRNA	936				
FNOGCKNG_00035	CDS	936				hypothetical protein
FNOGCKNG_00036	gene	2010	feoB			
FNOGCKNG_00036	mRNA	2010	feoB			
FNOGCKNG_00036	CDS	2010	feoB		COG0370	Fe(2+) transporter FeoB
FNOGCKNG_00037	gene	222				
FNOGCKNG_00037	mRNA	222				
FNOGCKNG_00037	CDS	222				hypothetical protein
FNOGCKNG_00038	gene	2664	kdpB			
FNOGCKNG_00038	mRNA	2664	kdpB			
FNOGCKNG_00038	CDS	2664	kdpB	7.2.2.6		Potassium-transporting ATPase ATP-binding subunit
FNOGCKNG_00039	gene	939				
FNOGCKNG_00039	mRNA	939				
FNOGCKNG_00039	CDS	939				hypothetical protein
FNOGCKNG_00040	gene	1134				
FNOGCKNG_00040	mRNA	1134				
FNOGCKNG_00040	CDS	1134				hypothetical protein
FNOGCKNG_00041	gene	888	ftsX			
FNOGCKNG_00041	mRNA	888	ftsX			
FNOGCKNG_00041	CDS	888	ftsX		COG2177	Cell division protein FtsX
FNOGCKNG_00042	gene	687	ftsE			
FNOGCKNG_00042	mRNA	687	ftsE			
FNOGCKNG_00042	CDS	687	ftsE		COG2884	Cell division ATP-binding protein FtsE
FNOGCKNG_00043	gene	1104				
FNOGCKNG_00043	mRNA	1104				
FNOGCKNG_00043	CDS	1104				hypothetical protein
FNOGCKNG_00044	gene	2103				
FNOGCKNG_00044	mRNA	2103				
FNOGCKNG_00044	CDS	2103				hypothetical protein
FNOGCKNG_00045	gene	990	prfB			
FNOGCKNG_00045	mRNA	990	prfB			
FNOGCKNG_00045	CDS	990	prfB			Peptide chain release factor 2
FNOGCKNG_00046	gene	2523	secA			
FNOGCKNG_00046	mRNA	2523	secA			
FNOGCKNG_00046	CDS	2523	secA		COG0653	Protein translocase subunit SecA
FNOGCKNG_00047	gene	537	hpf			
FNOGCKNG_00047	mRNA	537	hpf			
FNOGCKNG_00047	CDS	537	hpf		COG1544	Ribosome hibernation promotion factor
FNOGCKNG_00048	gene	732	glnQ_2			
FNOGCKNG_00048	mRNA	732	glnQ_2			
FNOGCKNG_00048	CDS	732	glnQ_2			Glutamine transport ATP-binding protein GlnQ
FNOGCKNG_00049	gene	657	glnP			
FNOGCKNG_00049	mRNA	657	glnP			
FNOGCKNG_00049	CDS	657	glnP		COG0765	Glutamine transport system permease protein GlnP
FNOGCKNG_00050	gene	780	glnH_1			
FNOGCKNG_00050	mRNA	780	glnH_1			
FNOGCKNG_00050	CDS	780	glnH_1		COG0834	Glutamine-binding periplasmic protein
FNOGCKNG_00051	gene	783	glnH_2			
FNOGCKNG_00051	mRNA	783	glnH_2			
FNOGCKNG_00051	CDS	783	glnH_2		COG0834	Glutamine-binding periplasmic protein
FNOGCKNG_00052	gene	618	rpfG			
FNOGCKNG_00052	mRNA	618	rpfG			
FNOGCKNG_00052	CDS	618	rpfG	3.1.4.-	COG3437	Cyclic di-GMP phosphodiesterase response regulator RpfG
FNOGCKNG_00053	gene	687	prs_1			
FNOGCKNG_00053	mRNA	687	prs_1			
FNOGCKNG_00053	CDS	687	prs_1			Putative ribose-phosphate pyrophosphokinase
FNOGCKNG_00054	gene	345	recD2			
FNOGCKNG_00054	mRNA	345	recD2			
FNOGCKNG_00054	CDS	345	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
FNOGCKNG_00055	gene	1404	mnmE			
FNOGCKNG_00055	mRNA	1404	mnmE			
FNOGCKNG_00055	CDS	1404	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
FNOGCKNG_00056	gene	768				
FNOGCKNG_00056	mRNA	768				
FNOGCKNG_00056	CDS	768				hypothetical protein
FNOGCKNG_00057	gene	630	yidC			
FNOGCKNG_00057	mRNA	630	yidC			
FNOGCKNG_00057	CDS	630	yidC			Membrane protein insertase YidC
FNOGCKNG_00058	gene	396	rnpA			
FNOGCKNG_00058	mRNA	396	rnpA			
FNOGCKNG_00058	CDS	396	rnpA	3.1.26.5		Ribonuclease P protein component
FNOGCKNG_00059	gene	135	rpmH			
FNOGCKNG_00059	mRNA	135	rpmH			
FNOGCKNG_00059	CDS	135	rpmH		COG0230	50S ribosomal protein L34
FNOGCKNG_00060	gene	1413	dnaA			
FNOGCKNG_00060	mRNA	1413	dnaA			
FNOGCKNG_00060	CDS	1413	dnaA		COG0593	Chromosomal replication initiator protein DnaA
FNOGCKNG_00061	gene	1110	dnaN			
FNOGCKNG_00061	mRNA	1110	dnaN			
FNOGCKNG_00061	CDS	1110	dnaN			Beta sliding clamp
FNOGCKNG_00062	gene	222				
FNOGCKNG_00062	mRNA	222				
FNOGCKNG_00062	CDS	222				hypothetical protein
FNOGCKNG_00063	gene	1125	recF			
FNOGCKNG_00063	mRNA	1125	recF			
FNOGCKNG_00063	CDS	1125	recF		COG1195	DNA replication and repair protein RecF
FNOGCKNG_00064	gene	822				
FNOGCKNG_00064	mRNA	822				
FNOGCKNG_00064	CDS	822				hypothetical protein
FNOGCKNG_00065	gene	270				
FNOGCKNG_00065	mRNA	270				
FNOGCKNG_00065	CDS	270				hypothetical protein
FNOGCKNG_00066	gene	1923	gyrB			
FNOGCKNG_00066	mRNA	1923	gyrB			
FNOGCKNG_00066	CDS	1923	gyrB	5.6.2.2		DNA gyrase subunit B
FNOGCKNG_00067	gene	303				
FNOGCKNG_00067	mRNA	303				
FNOGCKNG_00067	CDS	303				hypothetical protein
FNOGCKNG_00068	gene	711	thiN			
FNOGCKNG_00068	mRNA	711	thiN			
FNOGCKNG_00068	CDS	711	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
FNOGCKNG_00069	gene	786	yfcA			
FNOGCKNG_00069	mRNA	786	yfcA			
FNOGCKNG_00069	CDS	786	yfcA		COG0730	putative membrane transporter protein YfcA
FNOGCKNG_00070	gene	534				
FNOGCKNG_00070	mRNA	534				
FNOGCKNG_00070	CDS	534				hypothetical protein
FNOGCKNG_00071	gene	456				
FNOGCKNG_00071	mRNA	456				
FNOGCKNG_00071	CDS	456				hypothetical protein
FNOGCKNG_00072	gene	270				
FNOGCKNG_00072	mRNA	270				
FNOGCKNG_00072	CDS	270				hypothetical protein
FNOGCKNG_00073	gene	498				
FNOGCKNG_00073	mRNA	498				
FNOGCKNG_00073	CDS	498				hypothetical protein
FNOGCKNG_00074	gene	294				
FNOGCKNG_00074	mRNA	294				
FNOGCKNG_00074	CDS	294				hypothetical protein
FNOGCKNG_00075	gene	684				
FNOGCKNG_00075	mRNA	684				
FNOGCKNG_00075	CDS	684				hypothetical protein
FNOGCKNG_00076	gene	840				
FNOGCKNG_00076	mRNA	840				
FNOGCKNG_00076	CDS	840				hypothetical protein
FNOGCKNG_00077	gene	861				
FNOGCKNG_00077	mRNA	861				
FNOGCKNG_00077	CDS	861				hypothetical protein
FNOGCKNG_00078	gene	366				
FNOGCKNG_00078	mRNA	366				
FNOGCKNG_00078	CDS	366				hypothetical protein
FNOGCKNG_00079	gene	882				
FNOGCKNG_00079	mRNA	882				
FNOGCKNG_00079	CDS	882				hypothetical protein
FNOGCKNG_00080	gene	348				
FNOGCKNG_00080	mRNA	348				
FNOGCKNG_00080	CDS	348				hypothetical protein
FNOGCKNG_00081	gene	186				
FNOGCKNG_00081	mRNA	186				
FNOGCKNG_00081	CDS	186				hypothetical protein
FNOGCKNG_00082	gene	516				
FNOGCKNG_00082	mRNA	516				
FNOGCKNG_00082	CDS	516				hypothetical protein
FNOGCKNG_00083	gene	324				
FNOGCKNG_00083	mRNA	324				
FNOGCKNG_00083	CDS	324				hypothetical protein
FNOGCKNG_00084	gene	210				
FNOGCKNG_00084	mRNA	210				
FNOGCKNG_00084	CDS	210				hypothetical protein
FNOGCKNG_00085	gene	342				
FNOGCKNG_00085	mRNA	342				
FNOGCKNG_00085	CDS	342				hypothetical protein
FNOGCKNG_00086	gene	261				
FNOGCKNG_00086	mRNA	261				
FNOGCKNG_00086	CDS	261				hypothetical protein
FNOGCKNG_00087	gene	195				
FNOGCKNG_00087	mRNA	195				
FNOGCKNG_00087	CDS	195				hypothetical protein
FNOGCKNG_00088	gene	165				
FNOGCKNG_00088	mRNA	165				
FNOGCKNG_00088	CDS	165				hypothetical protein
FNOGCKNG_00089	gene	252				
FNOGCKNG_00089	mRNA	252				
FNOGCKNG_00089	CDS	252				hypothetical protein
FNOGCKNG_00090	gene	384				
FNOGCKNG_00090	mRNA	384				
FNOGCKNG_00090	CDS	384				hypothetical protein
FNOGCKNG_00091	gene	837				
FNOGCKNG_00091	mRNA	837				
FNOGCKNG_00091	CDS	837				hypothetical protein
FNOGCKNG_00092	gene	1098	xerC_1			
FNOGCKNG_00092	mRNA	1098	xerC_1			
FNOGCKNG_00092	CDS	1098	xerC_1			Tyrosine recombinase XerC
FNOGCKNG_00093	gene	624	resE_1			
FNOGCKNG_00093	mRNA	624	resE_1			
FNOGCKNG_00093	CDS	624	resE_1	2.7.13.3		Sensor histidine kinase ResE
FNOGCKNG_00094	gene	312				
FNOGCKNG_00094	mRNA	312				
FNOGCKNG_00094	CDS	312				hypothetical protein
FNOGCKNG_00095	gene	1401				
FNOGCKNG_00095	mRNA	1401				
FNOGCKNG_00095	CDS	1401				hypothetical protein
FNOGCKNG_00096	gene	522	mbl			
FNOGCKNG_00096	mRNA	522	mbl			
FNOGCKNG_00096	CDS	522	mbl		COG1077	Cell shape-determining protein Mbl
FNOGCKNG_00097	gene	1266	murAA			
FNOGCKNG_00097	mRNA	1266	murAA			
FNOGCKNG_00097	CDS	1266	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
FNOGCKNG_00098	gene	516				
FNOGCKNG_00098	mRNA	516				
FNOGCKNG_00098	CDS	516				hypothetical protein
FNOGCKNG_00099	gene	171				
FNOGCKNG_00099	mRNA	171				
FNOGCKNG_00099	CDS	171				hypothetical protein
FNOGCKNG_00100	gene	417	atpC			
FNOGCKNG_00100	mRNA	417	atpC			
FNOGCKNG_00100	CDS	417	atpC		COG0355	ATP synthase epsilon chain
FNOGCKNG_00101	gene	1416	atpD			
FNOGCKNG_00101	mRNA	1416	atpD			
FNOGCKNG_00101	CDS	1416	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
FNOGCKNG_00102	gene	885	atpG			
FNOGCKNG_00102	mRNA	885	atpG			
FNOGCKNG_00102	CDS	885	atpG		COG0224	ATP synthase gamma chain
FNOGCKNG_00103	gene	1833	atpA			
FNOGCKNG_00103	mRNA	1833	atpA			
FNOGCKNG_00103	CDS	1833	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
FNOGCKNG_00104	gene	483	atpF			
FNOGCKNG_00104	mRNA	483	atpF			
FNOGCKNG_00104	CDS	483	atpF		COG0711	ATP synthase subunit b
FNOGCKNG_00105	gene	255	atpE			
FNOGCKNG_00105	mRNA	255	atpE			
FNOGCKNG_00105	CDS	255	atpE			ATP synthase subunit c, sodium ion specific
FNOGCKNG_00106	gene	720	atpB			
FNOGCKNG_00106	mRNA	720	atpB			
FNOGCKNG_00106	CDS	720	atpB		COG0356	ATP synthase subunit a
FNOGCKNG_00107	gene	417				
FNOGCKNG_00107	mRNA	417				
FNOGCKNG_00107	CDS	417				hypothetical protein
FNOGCKNG_00108	gene	1158	mnaA			
FNOGCKNG_00108	mRNA	1158	mnaA			
FNOGCKNG_00108	CDS	1158	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
FNOGCKNG_00109	gene	684	tagO			
FNOGCKNG_00109	mRNA	684	tagO			
FNOGCKNG_00109	CDS	684	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
FNOGCKNG_00110	gene	573	pdtaS			
FNOGCKNG_00110	mRNA	573	pdtaS			
FNOGCKNG_00110	CDS	573	pdtaS	2.7.13.3	COG3920	putative sensor histidine kinase pdtaS
FNOGCKNG_00111	gene	252				
FNOGCKNG_00111	mRNA	252				
FNOGCKNG_00111	CDS	252				hypothetical protein
FNOGCKNG_00112	gene	276	pdtaR			
FNOGCKNG_00112	mRNA	276	pdtaR			
FNOGCKNG_00112	CDS	276	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
FNOGCKNG_00113	gene	345	groS			
FNOGCKNG_00113	mRNA	345	groS			
FNOGCKNG_00113	CDS	345	groS			10 kDa chaperonin
FNOGCKNG_00114	gene	1632	groL			
FNOGCKNG_00114	mRNA	1632	groL			
FNOGCKNG_00114	CDS	1632	groL			60 kDa chaperonin
FNOGCKNG_00115	gene	1542	guaA			
FNOGCKNG_00115	mRNA	1542	guaA			
FNOGCKNG_00115	CDS	1542	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
FNOGCKNG_00116	gene	2592				
FNOGCKNG_00116	mRNA	2592				
FNOGCKNG_00116	CDS	2592				hypothetical protein
FNOGCKNG_00117	gene	570				
FNOGCKNG_00117	mRNA	570				
FNOGCKNG_00117	CDS	570				hypothetical protein
FNOGCKNG_00118	gene	1557	yheS			
FNOGCKNG_00118	mRNA	1557	yheS			
FNOGCKNG_00118	CDS	1557	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
FNOGCKNG_00119	gene	474				
FNOGCKNG_00119	mRNA	474				
FNOGCKNG_00119	CDS	474				hypothetical protein
FNOGCKNG_00120	gene	76				
FNOGCKNG_00120	mRNA	76				
FNOGCKNG_00120	tRNA	76				tRNA-Asn(gtt)
FNOGCKNG_00121	gene	75				
FNOGCKNG_00121	mRNA	75				
FNOGCKNG_00121	tRNA	75				tRNA-Glu(ttc)
FNOGCKNG_00122	gene	76				
FNOGCKNG_00122	mRNA	76				
FNOGCKNG_00122	tRNA	76				tRNA-Val(tac)
FNOGCKNG_00123	gene	600				
FNOGCKNG_00123	mRNA	600				
FNOGCKNG_00123	CDS	600				hypothetical protein
FNOGCKNG_00124	gene	819				
FNOGCKNG_00124	mRNA	819				
FNOGCKNG_00124	CDS	819				hypothetical protein
FNOGCKNG_00125	gene	225				
FNOGCKNG_00125	mRNA	225				
FNOGCKNG_00125	CDS	225				hypothetical protein
FNOGCKNG_00126	gene	213				
FNOGCKNG_00126	mRNA	213				
FNOGCKNG_00126	CDS	213				hypothetical protein
FNOGCKNG_00127	gene	1119				
FNOGCKNG_00127	mRNA	1119				
FNOGCKNG_00127	CDS	1119				hypothetical protein
FNOGCKNG_00128	gene	660				
FNOGCKNG_00128	mRNA	660				
FNOGCKNG_00128	CDS	660				hypothetical protein
FNOGCKNG_00129	gene	1464				
FNOGCKNG_00129	mRNA	1464				
FNOGCKNG_00129	CDS	1464				hypothetical protein
FNOGCKNG_00130	gene	570				
FNOGCKNG_00130	mRNA	570				
FNOGCKNG_00130	CDS	570				hypothetical protein
FNOGCKNG_00131	gene	495				
FNOGCKNG_00131	mRNA	495				
FNOGCKNG_00131	CDS	495				IS1595 family transposase ISSag10
FNOGCKNG_00132	gene	1038				
FNOGCKNG_00132	mRNA	1038				
FNOGCKNG_00132	CDS	1038				IS1595 family transposase ISAcsp6
FNOGCKNG_00133	gene	228				
FNOGCKNG_00133	mRNA	228				
FNOGCKNG_00133	CDS	228				hypothetical protein
FNOGCKNG_00134	gene	684				
FNOGCKNG_00134	mRNA	684				
FNOGCKNG_00134	CDS	684				hypothetical protein
FNOGCKNG_00135	gene	693	xerC_2			
FNOGCKNG_00135	mRNA	693	xerC_2			
FNOGCKNG_00135	CDS	693	xerC_2		COG4974	Tyrosine recombinase XerC
FNOGCKNG_00136	gene	4356				
FNOGCKNG_00136	mRNA	4356				
FNOGCKNG_00136	CDS	4356				hypothetical protein
FNOGCKNG_00137	gene	690	prn_1			
FNOGCKNG_00137	mRNA	690	prn_1			
FNOGCKNG_00137	CDS	690	prn_1		COG3468	Pertactin autotransporter
FNOGCKNG_00138	gene	966	topA			
FNOGCKNG_00138	mRNA	966	topA			
FNOGCKNG_00138	CDS	966	topA	5.6.2.1		DNA topoisomerase 1
FNOGCKNG_00139	gene	1326	trmFO			
FNOGCKNG_00139	mRNA	1326	trmFO			
FNOGCKNG_00139	CDS	1326	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
FNOGCKNG_00140	gene	657				
FNOGCKNG_00140	mRNA	657				
FNOGCKNG_00140	CDS	657				hypothetical protein
FNOGCKNG_00141	gene	918	xerC_3			
FNOGCKNG_00141	mRNA	918	xerC_3			
FNOGCKNG_00141	CDS	918	xerC_3		COG4974	Tyrosine recombinase XerC
FNOGCKNG_00142	gene	774	codY			
FNOGCKNG_00142	mRNA	774	codY			
FNOGCKNG_00142	CDS	774	codY		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
FNOGCKNG_00143	gene	1458	guaB_1			
FNOGCKNG_00143	mRNA	1458	guaB_1			
FNOGCKNG_00143	CDS	1458	guaB_1	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
FNOGCKNG_00144	gene	777				
FNOGCKNG_00144	mRNA	777				
FNOGCKNG_00144	CDS	777		4.2.1.150	COG1024	Crotonyl-CoA hydratase
FNOGCKNG_00145	gene	627				
FNOGCKNG_00145	mRNA	627				
FNOGCKNG_00145	CDS	627				hypothetical protein
FNOGCKNG_00146	gene	993	trpS			
FNOGCKNG_00146	mRNA	993	trpS			
FNOGCKNG_00146	CDS	993	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
FNOGCKNG_00147	gene	714	scpA_1			
FNOGCKNG_00147	mRNA	714	scpA_1			
FNOGCKNG_00147	CDS	714	scpA_1		COG1354	Segregation and condensation protein A
FNOGCKNG_00148	gene	600	scpB			
FNOGCKNG_00148	mRNA	600	scpB			
FNOGCKNG_00148	CDS	600	scpB		COG1386	Segregation and condensation protein B
FNOGCKNG_00149	gene	729	rluB			
FNOGCKNG_00149	mRNA	729	rluB			
FNOGCKNG_00149	CDS	729	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
FNOGCKNG_00150	gene	1242	baiN			
FNOGCKNG_00150	mRNA	1242	baiN			
FNOGCKNG_00150	CDS	1242	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
FNOGCKNG_00151	gene	405				
FNOGCKNG_00151	mRNA	405				
FNOGCKNG_00151	CDS	405				hypothetical protein
FNOGCKNG_00152	gene	1320	atoE			
FNOGCKNG_00152	mRNA	1320	atoE			
FNOGCKNG_00152	CDS	1320	atoE		COG2031	Putative short-chain fatty acid transporter
FNOGCKNG_00153	gene	1188	thlA			
FNOGCKNG_00153	mRNA	1188	thlA			
FNOGCKNG_00153	CDS	1188	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
FNOGCKNG_00154	gene	675	atoA			
FNOGCKNG_00154	mRNA	675	atoA			
FNOGCKNG_00154	CDS	675	atoA	2.8.3.8	COG2057	Acetate CoA-transferase subunit beta
FNOGCKNG_00155	gene	765	scoA			
FNOGCKNG_00155	mRNA	765	scoA			
FNOGCKNG_00155	CDS	765	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
FNOGCKNG_00156	gene	372				
FNOGCKNG_00156	mRNA	372				
FNOGCKNG_00156	CDS	372				hypothetical protein
FNOGCKNG_00157	gene	177	rpsU			
FNOGCKNG_00157	mRNA	177	rpsU			
FNOGCKNG_00157	CDS	177	rpsU		COG0828	30S ribosomal protein S21
FNOGCKNG_00158	gene	336				
FNOGCKNG_00158	mRNA	336				
FNOGCKNG_00158	CDS	336			COG0537	putative HIT-like protein
FNOGCKNG_00159	gene	1002				
FNOGCKNG_00159	mRNA	1002				
FNOGCKNG_00159	CDS	1002				hypothetical protein
FNOGCKNG_00160	gene	1311	mtaB			
FNOGCKNG_00160	mRNA	1311	mtaB			
FNOGCKNG_00160	CDS	1311	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
FNOGCKNG_00161	gene	735	rsmE			
FNOGCKNG_00161	mRNA	735	rsmE			
FNOGCKNG_00161	CDS	735	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
FNOGCKNG_00162	gene	942	prmA			
FNOGCKNG_00162	mRNA	942	prmA			
FNOGCKNG_00162	CDS	942	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
FNOGCKNG_00163	gene	591	dnaJ			
FNOGCKNG_00163	mRNA	591	dnaJ			
FNOGCKNG_00163	CDS	591	dnaJ		COG0484	Chaperone protein DnaJ
FNOGCKNG_00164	gene	1452				
FNOGCKNG_00164	mRNA	1452				
FNOGCKNG_00164	CDS	1452				hypothetical protein
FNOGCKNG_00165	gene	1185				
FNOGCKNG_00165	mRNA	1185				
FNOGCKNG_00165	CDS	1185				hypothetical protein
FNOGCKNG_00166	gene	906	htpX_1			
FNOGCKNG_00166	mRNA	906	htpX_1			
FNOGCKNG_00166	CDS	906	htpX_1	3.4.24.-		Protease HtpX
FNOGCKNG_00167	gene	369				
FNOGCKNG_00167	mRNA	369				
FNOGCKNG_00167	CDS	369				hypothetical protein
FNOGCKNG_00168	gene	195				
FNOGCKNG_00168	mRNA	195				
FNOGCKNG_00168	CDS	195				hypothetical protein
FNOGCKNG_00169	gene	219				
FNOGCKNG_00169	mRNA	219				
FNOGCKNG_00169	CDS	219				Single-stranded DNA-binding protein
FNOGCKNG_00170	gene	438				
FNOGCKNG_00170	mRNA	438				
FNOGCKNG_00170	CDS	438				hypothetical protein
FNOGCKNG_00171	gene	183				
FNOGCKNG_00171	mRNA	183				
FNOGCKNG_00171	CDS	183				hypothetical protein
FNOGCKNG_00172	gene	1608				
FNOGCKNG_00172	mRNA	1608				
FNOGCKNG_00172	CDS	1608				hypothetical protein
FNOGCKNG_00173	gene	870				
FNOGCKNG_00173	mRNA	870				
