locus_tag	ftype	length_bp	gene	EC_number	COG	product
LLIFIDGN_00033	CDS	93				hypothetical protein
LLIFIDGN_00034	gene	1170				
LLIFIDGN_00034	mRNA	1170				
LLIFIDGN_00034	CDS	1170				hypothetical protein
LLIFIDGN_00035	gene	204				
LLIFIDGN_00035	mRNA	204				
LLIFIDGN_00035	CDS	204				hypothetical protein
LLIFIDGN_00036	gene	972				
LLIFIDGN_00036	mRNA	972				
LLIFIDGN_00036	CDS	972				hypothetical protein
LLIFIDGN_00037	gene	882	ispE			
LLIFIDGN_00037	mRNA	882	ispE			
LLIFIDGN_00037	CDS	882	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
LLIFIDGN_00038	gene	1338	secA			
LLIFIDGN_00038	mRNA	1338	secA			
LLIFIDGN_00038	CDS	1338	secA		COG0653	Protein translocase subunit SecA
LLIFIDGN_00039	gene	993	prfB			
LLIFIDGN_00039	mRNA	993	prfB			
LLIFIDGN_00039	CDS	993	prfB			Peptide chain release factor 2
LLIFIDGN_00040	gene	825				
LLIFIDGN_00040	mRNA	825				
LLIFIDGN_00040	CDS	825				hypothetical protein
LLIFIDGN_00041	gene	900				
LLIFIDGN_00041	mRNA	900				
LLIFIDGN_00041	CDS	900				IS256 family transposase ISRhru4
LLIFIDGN_00042	gene	192	rpmC_1			
LLIFIDGN_00042	mRNA	192	rpmC_1			
LLIFIDGN_00042	CDS	192	rpmC_1		COG0255	50S ribosomal protein L29
LLIFIDGN_00043	gene	411	rplP_1			
LLIFIDGN_00043	mRNA	411	rplP_1			
LLIFIDGN_00043	CDS	411	rplP_1		COG0197	50S ribosomal protein L16
LLIFIDGN_00044	gene	702	rpsC_1			
LLIFIDGN_00044	mRNA	702	rpsC_1			
LLIFIDGN_00044	CDS	702	rpsC_1		COG0092	30S ribosomal protein S3
LLIFIDGN_00045	gene	333	rplV_1			
LLIFIDGN_00045	mRNA	333	rplV_1			
LLIFIDGN_00045	CDS	333	rplV_1		COG0091	50S ribosomal protein L22
LLIFIDGN_00046	gene	279	rpsS_1			
LLIFIDGN_00046	mRNA	279	rpsS_1			
LLIFIDGN_00046	CDS	279	rpsS_1		COG0185	30S ribosomal protein S19
LLIFIDGN_00047	gene	429	rplB_1			
LLIFIDGN_00047	mRNA	429	rplB_1			
LLIFIDGN_00047	CDS	429	rplB_1		COG0090	50S ribosomal protein L2
LLIFIDGN_00048	gene	1686	lon1			
LLIFIDGN_00048	mRNA	1686	lon1			
LLIFIDGN_00048	CDS	1686	lon1	3.4.21.53	COG0466	Lon protease 1
LLIFIDGN_00049	gene	612	engB			
LLIFIDGN_00049	mRNA	612	engB			
LLIFIDGN_00049	CDS	612	engB		COG0218	putative GTP-binding protein EngB
LLIFIDGN_00050	gene	324				
LLIFIDGN_00050	mRNA	324				
LLIFIDGN_00050	CDS	324				hypothetical protein
LLIFIDGN_00051	gene	1305				
LLIFIDGN_00051	mRNA	1305				
LLIFIDGN_00051	CDS	1305			COG3385	IS4 family transposase ISFsp5
LLIFIDGN_00052	gene	324				
LLIFIDGN_00052	mRNA	324				
LLIFIDGN_00052	CDS	324				hypothetical protein
LLIFIDGN_00053	gene	303				
LLIFIDGN_00053	mRNA	303				
LLIFIDGN_00053	CDS	303				hypothetical protein
LLIFIDGN_00054	gene	477				
LLIFIDGN_00054	mRNA	477				
LLIFIDGN_00054	CDS	477				hypothetical protein
LLIFIDGN_00055	gene	642				
LLIFIDGN_00055	mRNA	642				
LLIFIDGN_00055	CDS	642				hypothetical protein
LLIFIDGN_00056	gene	615				
LLIFIDGN_00056	mRNA	615				
LLIFIDGN_00056	CDS	615				hypothetical protein
LLIFIDGN_00057	gene	186	rplP_2			
LLIFIDGN_00057	mRNA	186	rplP_2			
LLIFIDGN_00057	CDS	186	rplP_2			50S ribosomal protein L16
LLIFIDGN_00058	gene	204	rpmC_2			
LLIFIDGN_00058	mRNA	204	rpmC_2			
LLIFIDGN_00058	CDS	204	rpmC_2			50S ribosomal protein L29
LLIFIDGN_00059	gene	255	rpsQ			
LLIFIDGN_00059	mRNA	255	rpsQ			
LLIFIDGN_00059	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
LLIFIDGN_00060	gene	369	rplN			
LLIFIDGN_00060	mRNA	369	rplN			
LLIFIDGN_00060	CDS	369	rplN			50S ribosomal protein L14
LLIFIDGN_00061	gene	309	rplX			
LLIFIDGN_00061	mRNA	309	rplX			
LLIFIDGN_00061	CDS	309	rplX		COG0198	50S ribosomal protein L24
LLIFIDGN_00062	gene	543	rplE			
LLIFIDGN_00062	mRNA	543	rplE			
LLIFIDGN_00062	CDS	543	rplE			50S ribosomal protein L5
LLIFIDGN_00063	gene	186	rpsZ			
LLIFIDGN_00063	mRNA	186	rpsZ			
LLIFIDGN_00063	CDS	186	rpsZ			30S ribosomal protein S14 type Z
LLIFIDGN_00064	gene	399	rpsH_2			
LLIFIDGN_00064	mRNA	399	rpsH_2			
LLIFIDGN_00064	CDS	399	rpsH_2			30S ribosomal protein S8
LLIFIDGN_00065	gene	276				
LLIFIDGN_00065	mRNA	276				
LLIFIDGN_00065	CDS	276				hypothetical protein
LLIFIDGN_00066	gene	990	xerD			
LLIFIDGN_00066	mRNA	990	xerD			
LLIFIDGN_00066	CDS	990	xerD			Tyrosine recombinase XerD
LLIFIDGN_00067	gene	915	xerC_1			
LLIFIDGN_00067	mRNA	915	xerC_1			
LLIFIDGN_00067	CDS	915	xerC_1			Tyrosine recombinase XerC
LLIFIDGN_00068	gene	348	xerC_2			
LLIFIDGN_00068	mRNA	348	xerC_2			
LLIFIDGN_00068	CDS	348	xerC_2			Tyrosine recombinase XerC
LLIFIDGN_00069	gene	729				
LLIFIDGN_00069	mRNA	729				
LLIFIDGN_00069	CDS	729				IS21 family transposase ISPkr1
LLIFIDGN_00070	gene	231				
LLIFIDGN_00070	mRNA	231				
LLIFIDGN_00070	CDS	231				hypothetical protein
LLIFIDGN_00071	gene	1332				
LLIFIDGN_00071	mRNA	1332				
LLIFIDGN_00071	CDS	1332				hypothetical protein
LLIFIDGN_00072	gene	759	glmU			
LLIFIDGN_00072	mRNA	759	glmU			
LLIFIDGN_00072	CDS	759	glmU			Bifunctional protein GlmU
LLIFIDGN_00073	gene	951	prs			
LLIFIDGN_00073	mRNA	951	prs			
LLIFIDGN_00073	CDS	951	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
LLIFIDGN_00074	gene	162				
LLIFIDGN_00074	mRNA	162				
LLIFIDGN_00074	CDS	162				hypothetical protein
LLIFIDGN_00075	gene	1500	mfd			
LLIFIDGN_00075	mRNA	1500	mfd			
LLIFIDGN_00075	CDS	1500	mfd	3.6.4.-		Transcription-repair-coupling factor
LLIFIDGN_00076	gene	867				
LLIFIDGN_00076	mRNA	867				
LLIFIDGN_00076	CDS	867				hypothetical protein
LLIFIDGN_00077	gene	645				
LLIFIDGN_00077	mRNA	645				
LLIFIDGN_00077	CDS	645				hypothetical protein
LLIFIDGN_00078	gene	474	greB			
LLIFIDGN_00078	mRNA	474	greB			
LLIFIDGN_00078	CDS	474	greB		COG0782	Transcription elongation factor GreB
LLIFIDGN_00079	gene	405				
LLIFIDGN_00079	mRNA	405				
LLIFIDGN_00079	CDS	405				hypothetical protein
LLIFIDGN_00080	gene	348				
LLIFIDGN_00080	mRNA	348				
LLIFIDGN_00080	CDS	348				hypothetical protein
LLIFIDGN_00081	gene	2004				
LLIFIDGN_00081	mRNA	2004				
LLIFIDGN_00081	CDS	2004				hypothetical protein
LLIFIDGN_00082	gene	1386	yifK			
LLIFIDGN_00082	mRNA	1386	yifK			
LLIFIDGN_00082	CDS	1386	yifK		COG1113	putative transport protein YifK
LLIFIDGN_00083	gene	77				
LLIFIDGN_00083	mRNA	77				
LLIFIDGN_00083	tRNA	77				tRNA-Arg(ccg)
LLIFIDGN_00084	gene	76				
LLIFIDGN_00084	mRNA	76				
LLIFIDGN_00084	tRNA	76				tRNA-His(gtg)
LLIFIDGN_00085	gene	87				
LLIFIDGN_00085	mRNA	87				
LLIFIDGN_00085	tRNA	87				tRNA-Leu(cag)
LLIFIDGN_00086	gene	77				
LLIFIDGN_00086	mRNA	77				
LLIFIDGN_00086	tRNA	77				tRNA-Pro(tgg)
LLIFIDGN_00087	gene	225	psd			
LLIFIDGN_00087	mRNA	225	psd			
LLIFIDGN_00087	CDS	225	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
LLIFIDGN_00088	gene	543				
LLIFIDGN_00088	mRNA	543				
LLIFIDGN_00088	CDS	543				hypothetical protein
LLIFIDGN_00089	gene	339				
LLIFIDGN_00089	mRNA	339				
LLIFIDGN_00089	CDS	339				hypothetical protein
LLIFIDGN_00090	gene	222				
LLIFIDGN_00090	mRNA	222				
LLIFIDGN_00090	CDS	222				hypothetical protein
LLIFIDGN_00091	gene	630				
LLIFIDGN_00091	mRNA	630				
LLIFIDGN_00091	CDS	630				hypothetical protein
LLIFIDGN_00092	gene	261	ptsH			
LLIFIDGN_00092	mRNA	261	ptsH			
LLIFIDGN_00092	CDS	261	ptsH		COG1925	Phosphocarrier protein HPr
LLIFIDGN_00093	gene	543				
LLIFIDGN_00093	mRNA	543				
LLIFIDGN_00093	CDS	543				hypothetical protein
LLIFIDGN_00094	gene	1962				
LLIFIDGN_00094	mRNA	1962				
LLIFIDGN_00094	rRNA	1962				23S ribosomal RNA (partial)
LLIFIDGN_00095	gene	74				
LLIFIDGN_00095	mRNA	74				
LLIFIDGN_00095	tRNA	74				tRNA-Ala(tgc)
LLIFIDGN_00096	gene	669				
LLIFIDGN_00096	mRNA	669				
LLIFIDGN_00096	CDS	669				IS701 family transposase ISNha2
LLIFIDGN_00097	gene	1092				
LLIFIDGN_00097	mRNA	1092				
LLIFIDGN_00097	CDS	1092				IS630 family transposase ISAzs31
LLIFIDGN_00098	gene	780	radA_1			
LLIFIDGN_00098	mRNA	780	radA_1			
LLIFIDGN_00098	CDS	780	radA_1	3.6.4.-	COG1066	DNA repair protein RadA
LLIFIDGN_00099	gene	1071	disA			
LLIFIDGN_00099	mRNA	1071	disA			
LLIFIDGN_00099	CDS	1071	disA	2.7.7.85		DNA integrity scanning protein DisA
LLIFIDGN_00100	gene	306				
LLIFIDGN_00100	mRNA	306				
LLIFIDGN_00100	CDS	306				hypothetical protein
LLIFIDGN_00101	gene	1284				
LLIFIDGN_00101	mRNA	1284				
LLIFIDGN_00101	CDS	1284				hypothetical protein
LLIFIDGN_00102	gene	714				
LLIFIDGN_00102	mRNA	714				
LLIFIDGN_00102	CDS	714				hypothetical protein
LLIFIDGN_00103	gene	1032				
LLIFIDGN_00103	mRNA	1032				
LLIFIDGN_00103	CDS	1032				IS110 family transposase ISKpn43
LLIFIDGN_00104	gene	492				
LLIFIDGN_00104	mRNA	492				
LLIFIDGN_00104	CDS	492				hypothetical protein
LLIFIDGN_00105	gene	1251	der			
LLIFIDGN_00105	mRNA	1251	der			
LLIFIDGN_00105	CDS	1251	der		COG1160	GTPase Der
LLIFIDGN_00106	gene	2070	rpoC			
LLIFIDGN_00106	mRNA	2070	rpoC			
LLIFIDGN_00106	CDS	2070	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
LLIFIDGN_00107	gene	1065	prfA			
LLIFIDGN_00107	mRNA	1065	prfA			
LLIFIDGN_00107	CDS	1065	prfA		COG0216	Peptide chain release factor 1
LLIFIDGN_00108	gene	822	prmC_1			
LLIFIDGN_00108	mRNA	822	prmC_1			
LLIFIDGN_00108	CDS	822	prmC_1	2.1.1.297	COG2890	Release factor glutamine methyltransferase
LLIFIDGN_00109	gene	1347	glmM			
LLIFIDGN_00109	mRNA	1347	glmM			
LLIFIDGN_00109	CDS	1347	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
LLIFIDGN_00110	gene	1080	tig			
LLIFIDGN_00110	mRNA	1080	tig			
LLIFIDGN_00110	CDS	1080	tig	5.2.1.8	COG0544	Trigger factor
LLIFIDGN_00111	gene	585	clpP			
LLIFIDGN_00111	mRNA	585	clpP			
LLIFIDGN_00111	CDS	585	clpP	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
LLIFIDGN_00112	gene	474	rbsA			
LLIFIDGN_00112	mRNA	474	rbsA			
LLIFIDGN_00112	CDS	474	rbsA	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
LLIFIDGN_00113	gene	966	rbsC_1			
LLIFIDGN_00113	mRNA	966	rbsC_1			
LLIFIDGN_00113	CDS	966	rbsC_1		COG1172	Ribose import permease protein RbsC
LLIFIDGN_00114	gene	384				
LLIFIDGN_00114	mRNA	384				
LLIFIDGN_00114	CDS	384				hypothetical protein
LLIFIDGN_00115	gene	1320	xylA			
LLIFIDGN_00115	mRNA	1320	xylA			
LLIFIDGN_00115	CDS	1320	xylA	5.3.1.5		Xylose isomerase
LLIFIDGN_00116	gene	1542				
LLIFIDGN_00116	mRNA	1542				
LLIFIDGN_00116	CDS	1542				hypothetical protein
LLIFIDGN_00117	gene	189	ispD			
LLIFIDGN_00117	mRNA	189	ispD			
LLIFIDGN_00117	CDS	189	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
LLIFIDGN_00118	gene	480	ispF			
LLIFIDGN_00118	mRNA	480	ispF			
LLIFIDGN_00118	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
LLIFIDGN_00119	gene	1050	truD_1			
LLIFIDGN_00119	mRNA	1050	truD_1			
LLIFIDGN_00119	CDS	1050	truD_1	5.4.99.27	COG0585	tRNA pseudouridine synthase D
LLIFIDGN_00120	gene	222				
LLIFIDGN_00120	mRNA	222				
LLIFIDGN_00120	CDS	222				hypothetical protein
LLIFIDGN_00121	gene	315	priB			
LLIFIDGN_00121	mRNA	315	priB			
LLIFIDGN_00121	CDS	315	priB		COG2965	Primosomal replication protein N
LLIFIDGN_00122	gene	228	rpsR_1			
LLIFIDGN_00122	mRNA	228	rpsR_1			
LLIFIDGN_00122	CDS	228	rpsR_1		COG0238	30S ribosomal protein S18
LLIFIDGN_00123	gene	450	rplI			
LLIFIDGN_00123	mRNA	450	rplI			
LLIFIDGN_00123	CDS	450	rplI		COG0359	50S ribosomal protein L9
LLIFIDGN_00124	gene	675				
LLIFIDGN_00124	mRNA	675				
LLIFIDGN_00124	CDS	675				hypothetical protein
LLIFIDGN_00125	gene	450				
LLIFIDGN_00125	mRNA	450				
LLIFIDGN_00125	CDS	450			COG2826	IS30 family transposase ISRssp4
LLIFIDGN_00126	gene	315				
LLIFIDGN_00126	mRNA	315				
LLIFIDGN_00126	CDS	315				IS3 family transposase ISMdi5
LLIFIDGN_00127	gene	186				
LLIFIDGN_00127	mRNA	186				
LLIFIDGN_00127	CDS	186				hypothetical protein
LLIFIDGN_00128	gene	663				
LLIFIDGN_00128	mRNA	663				
LLIFIDGN_00128	CDS	663				IS3 family transposase ISMdi5
LLIFIDGN_00129	gene	846				
LLIFIDGN_00129	mRNA	846				
LLIFIDGN_00129	CDS	846				hypothetical protein
LLIFIDGN_00130	gene	720				
LLIFIDGN_00130	mRNA	720				
LLIFIDGN_00130	CDS	720				IS1595 family transposase ISNwi1
LLIFIDGN_00131	gene	195	pflA			
LLIFIDGN_00131	mRNA	195	pflA			
LLIFIDGN_00131	CDS	195	pflA	1.97.1.4		Pyruvate formate-lyase-activating enzyme
LLIFIDGN_00132	gene	1179	thiI			
LLIFIDGN_00132	mRNA	1179	thiI			
LLIFIDGN_00132	CDS	1179	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
LLIFIDGN_00133	gene	483	iscS			
LLIFIDGN_00133	mRNA	483	iscS			
LLIFIDGN_00133	CDS	483	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
LLIFIDGN_00134	gene	717				
LLIFIDGN_00134	mRNA	717				
LLIFIDGN_00134	CDS	717				hypothetical protein
LLIFIDGN_00135	gene	708	yidC2			
LLIFIDGN_00135	mRNA	708	yidC2			
LLIFIDGN_00135	CDS	708	yidC2		COG0706	Membrane protein insertase YidC 2
LLIFIDGN_00136	gene	255	rnpA			
LLIFIDGN_00136	mRNA	255	rnpA			
LLIFIDGN_00136	CDS	255	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
LLIFIDGN_00137	gene	1671	maoII			
LLIFIDGN_00137	mRNA	1671	maoII			
LLIFIDGN_00137	CDS	1671	maoII	1.4.3.21		Copper methylamine oxidase
LLIFIDGN_00138	gene	786				
LLIFIDGN_00138	mRNA	786				
LLIFIDGN_00138	CDS	786				IS3 family transposase ISKpn1
LLIFIDGN_00139	gene	522				
LLIFIDGN_00139	mRNA	522				
LLIFIDGN_00139	CDS	522				IS3 family transposase ISKpn1
LLIFIDGN_00140	gene	291				
LLIFIDGN_00140	mRNA	291				
LLIFIDGN_00140	CDS	291				hypothetical protein
LLIFIDGN_00141	gene	285	minE			
LLIFIDGN_00141	mRNA	285	minE			
LLIFIDGN_00141	CDS	285	minE			Cell division topological specificity factor
LLIFIDGN_00142	gene	798	minD			
LLIFIDGN_00142	mRNA	798	minD			
LLIFIDGN_00142	CDS	798	minD		COG2894	Septum site-determining protein MinD
LLIFIDGN_00143	gene	489	minC			
LLIFIDGN_00143	mRNA	489	minC			
LLIFIDGN_00143	CDS	489	minC			septum site-determining protein MinC
LLIFIDGN_00144	gene	1596	acrB			
LLIFIDGN_00144	mRNA	1596	acrB			
LLIFIDGN_00144	CDS	1596	acrB		COG0841	Multidrug efflux pump subunit AcrB
LLIFIDGN_00145	gene	396				
LLIFIDGN_00145	mRNA	396				
LLIFIDGN_00145	CDS	396				hypothetical protein
LLIFIDGN_00146	gene	480				
LLIFIDGN_00146	mRNA	480				
LLIFIDGN_00146	CDS	480				hypothetical protein
LLIFIDGN_00147	gene	732	phoP			
LLIFIDGN_00147	mRNA	732	phoP			
LLIFIDGN_00147	CDS	732	phoP			Virulence transcriptional regulatory protein PhoP
LLIFIDGN_00148	gene	1194	kbl			
LLIFIDGN_00148	mRNA	1194	kbl			
LLIFIDGN_00148	CDS	1194	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
LLIFIDGN_00149	gene	351				
LLIFIDGN_00149	mRNA	351				
LLIFIDGN_00149	CDS	351				hypothetical protein
LLIFIDGN_00150	gene	1527	lysS			
LLIFIDGN_00150	mRNA	1527	lysS			
LLIFIDGN_00150	CDS	1527	lysS	6.1.1.6		Lysine--tRNA ligase
LLIFIDGN_00151	gene	147				
LLIFIDGN_00151	mRNA	147				
LLIFIDGN_00151	CDS	147				hypothetical protein
LLIFIDGN_00152	gene	576				
LLIFIDGN_00152	mRNA	576				
LLIFIDGN_00152	CDS	576				hypothetical protein
LLIFIDGN_00153	gene	375				
LLIFIDGN_00153	mRNA	375				
LLIFIDGN_00153	CDS	375				hypothetical protein
LLIFIDGN_00154	gene	180				
LLIFIDGN_00154	mRNA	180				
LLIFIDGN_00154	CDS	180				hypothetical protein
LLIFIDGN_00155	gene	1173				
LLIFIDGN_00155	mRNA	1173				
LLIFIDGN_00155	CDS	1173				hypothetical protein
LLIFIDGN_00156	gene	696				
LLIFIDGN_00156	mRNA	696				
LLIFIDGN_00156	CDS	696				hypothetical protein
LLIFIDGN_00157	gene	981				
LLIFIDGN_00157	mRNA	981				
LLIFIDGN_00157	CDS	981		2.6.1.1		Aspartate aminotransferase
LLIFIDGN_00158	gene	531	fumA			
LLIFIDGN_00158	mRNA	531	fumA			
LLIFIDGN_00158	CDS	531	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
LLIFIDGN_00159	gene	453				
LLIFIDGN_00159	mRNA	453				
LLIFIDGN_00159	CDS	453				hypothetical protein
LLIFIDGN_00160	gene	567				
LLIFIDGN_00160	mRNA	567				
LLIFIDGN_00160	CDS	567				hypothetical protein
LLIFIDGN_00161	gene	405				
LLIFIDGN_00161	mRNA	405				
LLIFIDGN_00161	CDS	405				hypothetical protein
LLIFIDGN_00162	gene	1128	dhaD			
LLIFIDGN_00162	mRNA	1128	dhaD			
LLIFIDGN_00162	CDS	1128	dhaD	1.1.1.6		Glycerol dehydrogenase
LLIFIDGN_00163	gene	1071				
LLIFIDGN_00163	mRNA	1071				
LLIFIDGN_00163	CDS	1071				hypothetical protein
LLIFIDGN_00164	gene	459				
LLIFIDGN_00164	mRNA	459				
LLIFIDGN_00164	CDS	459				hypothetical protein
LLIFIDGN_00165	gene	348	rplS			
LLIFIDGN_00165	mRNA	348	rplS			
LLIFIDGN_00165	CDS	348	rplS		COG0335	50S ribosomal protein L19
LLIFIDGN_00166	gene	438	trmD			
LLIFIDGN_00166	mRNA	438	trmD			
LLIFIDGN_00166	CDS	438	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
LLIFIDGN_00167	gene	450	hslV			
LLIFIDGN_00167	mRNA	450	hslV			
LLIFIDGN_00167	CDS	450	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
LLIFIDGN_00168	gene	1335	hslU			
LLIFIDGN_00168	mRNA	1335	hslU			
LLIFIDGN_00168	CDS	1335	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
LLIFIDGN_00169	gene	879	nusA			
LLIFIDGN_00169	mRNA	879	nusA			
LLIFIDGN_00169	CDS	879	nusA		COG0195	Transcription termination/antitermination protein NusA
LLIFIDGN_00170	gene	1347	rcsC_1			
LLIFIDGN_00170	mRNA	1347	rcsC_1			
LLIFIDGN_00170	CDS	1347	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
LLIFIDGN_00171	gene	744	alaS			
LLIFIDGN_00171	mRNA	744	alaS			
LLIFIDGN_00171	CDS	744	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
LLIFIDGN_00172	gene	261				
LLIFIDGN_00172	mRNA	261				
LLIFIDGN_00172	CDS	261				hypothetical protein
LLIFIDGN_00173	gene	1302				
LLIFIDGN_00173	mRNA	1302				
LLIFIDGN_00173	CDS	1302				hypothetical protein
LLIFIDGN_00174	gene	168				
LLIFIDGN_00174	mRNA	168				
LLIFIDGN_00174	CDS	168				hypothetical protein
LLIFIDGN_00175	gene	450	cymR			
LLIFIDGN_00175	mRNA	450	cymR			
