Gene ID	HMMER	Hotpep	DIAMOND	#ofTools
MKAAFLNM_00370	CE1(36-236)	-	-	1
MKAAFLNM_00371	CBM32(127-250)	-	-	1
MKAAFLNM_00372	GH43_28(52-214)	-	-	1
MKAAFLNM_00373	GH29(82-467)	-	-	1
MKAAFLNM_00376	GH144(25-430)	-	-	1
MKAAFLNM_00377	GH144(141-541)	-	-	1
MKAAFLNM_00381	GH2(21-598)+CBM57(708-877)	-	-	1
MKAAFLNM_00382	GH3(99-320)	-	-	1
MKAAFLNM_00419	GH43_12(25-299)	-	-	1
MKAAFLNM_00420	GH5_4(252-563)	-	-	1
MKAAFLNM_00422	GH31(382-849)	-	-	1
MKAAFLNM_00423	GH2(21-728)	-	-	1
MKAAFLNM_00448	GH55(32-614)	-	-	1
MKAAFLNM_00449	GH55(37-673)	-	-	1
MKAAFLNM_00465	CBM67(171-334)+GH78(360-863)	-	-	1
MKAAFLNM_00467	GH38(46-195)	-	-	1
MKAAFLNM_00468	GH92(231-701)	-	-	1
MKAAFLNM_00469	CBM67(142-342)+GH78(366-862)	-	-	1
MKAAFLNM_00470	GH92(296-773)	-	-	1
MKAAFLNM_00471	GH106(340-1056)	-	-	1
MKAAFLNM_00498	GH20(196-522)	-	-	1
MKAAFLNM_00503	GH2(50-866)	-	-	1
MKAAFLNM_00509	CE2(150-353)	-	-	1
MKAAFLNM_00533	GH92(238-725)	-	-	1
MKAAFLNM_00536	GH63(86-441)	-	-	1
MKAAFLNM_00537	GH125(69-469)	-	-	1
MKAAFLNM_00538	GH20(156-508)	-	-	1
MKAAFLNM_00603	GH97(12-661)	-	-	1
MKAAFLNM_00604	GH2(24-549)	-	-	1
MKAAFLNM_00605	GH2(21-682)	-	-	1
MKAAFLNM_00607	GH3(102-325)	-	-	1
MKAAFLNM_00612	GH105(48-367)	-	-	1
MKAAFLNM_00684	GH26(59-385)	-	-	1
MKAAFLNM_00685	GH130(57-361)	-	-	1
MKAAFLNM_00727	GT20(2-217)	-	-	1
MKAAFLNM_00758	GH20(142-489)	-	-	1
MKAAFLNM_00769	GH125(71-472)	-	-	1
MKAAFLNM_00784	GH9(336-762)	-	-	1
MKAAFLNM_00809	GT19(4-357)	-	-	1
MKAAFLNM_00816	GH23(137-270)	-	-	1
MKAAFLNM_00823	GH9(406-778)	-	-	1
MKAAFLNM_00825	GH30(292-630)	-	-	1
MKAAFLNM_00826	GH9(113-567)	-	-	1
MKAAFLNM_00828	GH31(307-725)	-	-	1
MKAAFLNM_00832	GH9(403-777)	-	-	1
MKAAFLNM_00840	GH3(2-177)	-	-	1
MKAAFLNM_00845	GH97(13-702)	-	-	1
MKAAFLNM_00855	GH13(162-486)	-	-	1
MKAAFLNM_00879	GH133(286-636)	-	-	1
MKAAFLNM_00880	GT4(241-386)	-	-	1
MKAAFLNM_00881	GH57(20-326)	-	-	1
MKAAFLNM_00883	GT5(6-242)	-	-	1
MKAAFLNM_00939	GH97(12-646)	-	-	1
MKAAFLNM_00940	GH43_19(84-315)+GH43_34(342-638)	-	-	1
MKAAFLNM_00941	GH105(43-370)	-	-	1
MKAAFLNM_00942	PL42(53-345)	-	-	1
MKAAFLNM_00943	GH154(34-395)	-	-	1
MKAAFLNM_00965	GT4(188-340)	-	-	1
MKAAFLNM_00966	GT4(172-322)	-	-	1
MKAAFLNM_01044	GH3(56-300)	-	-	1
MKAAFLNM_01054	GH30_4(45-531)	-	-	1
MKAAFLNM_01055	GH2(32-577)	-	-	1
MKAAFLNM_01082	GH109(62-472)	-	-	1
MKAAFLNM_01095	GH127(323-549)	-	-	1
MKAAFLNM_01096	GH125(79-479)	-	-	1
MKAAFLNM_01097	GH43_34(35-314)	-	-	1
MKAAFLNM_01099	GH92(7-308)	-	-	1
MKAAFLNM_01140	GH97(11-654)	-	-	1
MKAAFLNM_01201	GH2(50-508)	-	-	1
MKAAFLNM_01234	CE1(447-687)	-	-	1
MKAAFLNM_01286	GT2_Glycos_transf_2(246-371)	-	-	1
MKAAFLNM_01290	GH171(45-412)	-	-	1
MKAAFLNM_01298	GH3(78-292)	-	-	1
MKAAFLNM_01299	CE1(155-391)	-	-	1
MKAAFLNM_01303	CE1(158-395)	-	-	1
MKAAFLNM_01304	CE1(149-389)	-	-	1
MKAAFLNM_01305	CE1(37-289)	-	-	1
MKAAFLNM_01306	GH3(74-288)	-	-	1
MKAAFLNM_01321	GH2(7-744)	-	-	1
MKAAFLNM_01326	GH3(57-304)	-	-	1
MKAAFLNM_01328	CE1(145-367)	-	-	1
MKAAFLNM_01346	GH97(11-648)	-	-	1
MKAAFLNM_01347	GH38(38-257)+CBM32(1085-1205)	-	-	1
MKAAFLNM_01348	GH127(332-563)	-	-	1
MKAAFLNM_01349	GH76(66-390)	-	-	1
MKAAFLNM_01350	GH125(74-473)	-	-	1
MKAAFLNM_01381	GH31(220-672)	-	-	1
MKAAFLNM_01449	GH43_24(54-309)+GH35(358-668)	-	-	1
MKAAFLNM_01465	GT2_Glycos_transf_2(6-174)	-	-	1
MKAAFLNM_01468	GH77(2-422)	-	-	1
MKAAFLNM_01483	GT2_Glycos_transf_2(10-178)	-	-	1
MKAAFLNM_01485	GT83(4-488)	-	-	1
MKAAFLNM_01560	GH23(313-421)	-	-	1
MKAAFLNM_01580	GT26(53-217)	-	-	1
MKAAFLNM_01584	GT4(182-326)	-	-	1
MKAAFLNM_01600	GH13_14(199-523)	-	-	1
MKAAFLNM_01628	CE1(584-806)	-	-	1
MKAAFLNM_01647	GH36(27-708)	-	-	1
MKAAFLNM_01654	GH26(143-291)+GH26(359-560)	-	-	1
MKAAFLNM_01659	GH5_2(48-281)	-	-	1
MKAAFLNM_01660	GH5_7(66-378)	-	-	1
MKAAFLNM_01674	CBM62(450-517)+CBM62(525-585)	-	-	1
MKAAFLNM_01679	GH92(119-614)	-	-	1
MKAAFLNM_01682	GH92(230-737)	-	-	1
MKAAFLNM_01689	GH92(246-754)	-	-	1
MKAAFLNM_01691	GH130(20-318)	-	-	1
MKAAFLNM_01720	GT4(186-336)	-	-	1
MKAAFLNM_01721	GT4(232-383)	-	-	1
MKAAFLNM_01723	GT4(161-300)	-	-	1
MKAAFLNM_01728	GT2_Glycos_transf_2(25-206)	-	-	1
MKAAFLNM_01733	GH97(12-701)	-	-	1
MKAAFLNM_01734	GH13(48-332)	-	-	1
MKAAFLNM_01740	GH9(343-767)	-	-	1
MKAAFLNM_01818	GH109(5-185)	-	-	1
MKAAFLNM_01820	GH3(2-120)	-	-	1
MKAAFLNM_01821	GH3(169-396)	-	-	1
MKAAFLNM_01834	GT2_Glycos_transf_2(11-136)	-	-	1
MKAAFLNM_01835	GT2_Glycos_transf_2(6-128)	-	-	1
MKAAFLNM_01837	GT4(215-363)	-	-	1
MKAAFLNM_01838	GT2_Glycos_transf_2(8-134)	-	-	1
MKAAFLNM_01839	GT2_Glycos_transf_2(4-131)	-	-	1
MKAAFLNM_01841	GT2_Glyco_tranf_2_3(45-266)	-	-	1
MKAAFLNM_01858	GH2(21-451)	-	-	1
MKAAFLNM_01861	GT2_Glycos_transf_2(4-164)	-	-	1
MKAAFLNM_01895	CE4(22-140)	-	-	1
MKAAFLNM_01927	GT2_Glycos_transf_2(10-117)	-	-	1
MKAAFLNM_01951	GH30_3(74-501)	-	-	1
MKAAFLNM_01973	GT4(194-343)	-	-	1
MKAAFLNM_01974	GT2_Glyco_tranf_2_3(62-283)	-	-	1
MKAAFLNM_02045	GT2_Glycos_transf_2(57-223)	-	-	1
MKAAFLNM_02089	GH20(48-401)	-	-	1
MKAAFLNM_02091	GH76(63-454)	-	-	1
MKAAFLNM_02106	GH18(34-332)	-	-	1
MKAAFLNM_02107	GH3(79-291)	-	-	1
MKAAFLNM_02122	GH20(312-721)	-	-	1
MKAAFLNM_02126	GH84(151-443)	-	-	1
MKAAFLNM_02145	CBM67(11-84)+GH78(107-625)	-	-	1
MKAAFLNM_02224	GH92(260-746)	-	-	1
MKAAFLNM_02238	PL8_2(617-865)	-	-	1
MKAAFLNM_02240	GH117(204-353)	-	-	1
MKAAFLNM_02241	PL30(73-783)	-	-	1
MKAAFLNM_02272	GH74(69-178)+GH74(209-351)	-	-	1
MKAAFLNM_02275	GH109(1-151)	-	-	1
MKAAFLNM_02290	GH25(55-230)	-	-	1
MKAAFLNM_02335	GT35(105-542)	-	-	1
MKAAFLNM_02340	GH16_3(222-456)	-	-	1
MKAAFLNM_02341	GH158(38-169)	-	-	1
MKAAFLNM_02385	GH3(116-340)	-	-	1
MKAAFLNM_02386	GH3(106-330)	-	-	1
MKAAFLNM_02444	GH76(32-373)	-	-	1
MKAAFLNM_02478	CE1(31-261)	-	-	1
MKAAFLNM_02484	GH76(50-352)	-	-	1
MKAAFLNM_02485	GH92(229-714)	-	-	1
MKAAFLNM_02486	CBM67(141-315)+GH78(344-853)	-	-	1
MKAAFLNM_02487	GH3(59-305)	-	-	1
MKAAFLNM_02508	GT2_Glycos_transf_2(4-168)	-	-	1
MKAAFLNM_02568	GH109(38-189)	-	-	1
MKAAFLNM_02587	GH97(12-698)	-	-	1
MKAAFLNM_02588	GH31(234-684)	-	-	1
MKAAFLNM_02589	GH66(50-601)	-	-	1
MKAAFLNM_02682	GH2(49-902)	-	-	1
MKAAFLNM_02683	GH51(188-643)	-	-	1
MKAAFLNM_02684	GH127(1-247)	-	-	1
MKAAFLNM_02715	GH3(94-316)	-	-	1
MKAAFLNM_02716	GH3(60-268)	-	-	1
MKAAFLNM_02738	GT51(56-220)	-	-	1
MKAAFLNM_02745	GH43_24(61-348)	-	-	1
MKAAFLNM_02750	GH109(55-459)	-	-	1
MKAAFLNM_02755	CE11(4-225)	-	-	1
MKAAFLNM_02791	GH94(3-824)	-	-	1
MKAAFLNM_02792	GH2(20-675)	-	-	1
MKAAFLNM_02794	CE3(24-244)	-	-	1
MKAAFLNM_02798	GH23(97-234)	-	-	1
MKAAFLNM_02817	GH171(75-418)	-	-	1
MKAAFLNM_02889	GH5_46(93-347)	-	-	1
MKAAFLNM_02890	GH3(61-281)	-	-	1
MKAAFLNM_02910	GT30(44-205)	-	-	1
MKAAFLNM_02932	PL38(65-340)	-	-	1
MKAAFLNM_02961	GH108(7-96)	-	-	1
MKAAFLNM_02964	GT4(251-384)	-	-	1
MKAAFLNM_02967	GT14(4-233)	-	-	1
MKAAFLNM_03023	GT28(212-383)	-	-	1
MKAAFLNM_03041	CE1(36-222)	-	-	1
MKAAFLNM_03115	GH2(2-740)	-	-	1
MKAAFLNM_03174	GH43_3(36-319)	-	-	1
MKAAFLNM_03175	GH43_31(30-293)	-	-	1
MKAAFLNM_03176	GH43_31(43-300)	-	-	1
MKAAFLNM_03210	GH2(74-937)	-	-	1
MKAAFLNM_03222	GH73(38-167)	-	-	1
MKAAFLNM_03277	GH29(42-369)+CBM32(500-599)	-	-	1
MKAAFLNM_03470	GH9(13-400)	-	-	1
MKAAFLNM_03500	GH43_35(26-341)	-	-	1
MKAAFLNM_03503	GH2(16-400)	-	-	1
MKAAFLNM_03589	GH51(2-269)	-	-	1
