HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CBM57.hmm	147	MKAAFLNM_00381	883	1.3e-23	2	147	708	877	0.9863945578231292
GH3.hmm	216	MKAAFLNM_00382	763	7.5e-71	3	216	99	320	0.9861111111111112
GH43_12.hmm	281	MKAAFLNM_00419	522	2.6e-121	1	281	25	299	0.99644128113879
GH5_4.hmm	276	MKAAFLNM_00420	593	3.2e-97	1	275	252	563	0.9927536231884058
GH31.hmm	427	MKAAFLNM_00422	960	2.6e-144	1	427	382	849	0.9976580796252927
GH2.hmm	752	MKAAFLNM_00423	832	7e-127	27	548	21	728	0.6928191489361702
GH55.hmm	740	MKAAFLNM_00448	1000	7.6e-93	27	617	32	614	0.7972972972972973
GH55.hmm	740	MKAAFLNM_00449	1004	8e-91	35	672	37	673	0.8608108108108108
CBM67.hmm	176	MKAAFLNM_00465	897	7.8e-20	15	169	171	334	0.875
GH78.hmm	504	MKAAFLNM_00465	897	5.3e-123	2	503	360	863	0.9940476190476191
GH38.hmm	269	MKAAFLNM_00467	856	1.4e-25	33	174	46	195	0.5241635687732342
GH92.hmm	491	MKAAFLNM_00468	718	8.8e-156	3	488	231	701	0.9877800407331976
CBM67.hmm	176	MKAAFLNM_00469	887	4.5e-34	1	172	142	342	0.9715909090909091
GH78.hmm	504	MKAAFLNM_00469	887	1.9e-140	4	504	366	862	0.9920634920634921
GH92.hmm	491	MKAAFLNM_00470	780	3.9e-169	2	491	296	773	0.9959266802443992
GH106.hmm	824	MKAAFLNM_00471	1065	3.4e-217	94	822	340	1056	0.883495145631068
GH20.hmm	337	MKAAFLNM_00498	699	1.3e-59	7	336	196	522	0.9762611275964391
GH2.hmm	752	MKAAFLNM_00503	925	3.1e-76	51	614	50	866	0.7486702127659575
CE2.hmm	209	MKAAFLNM_00509	367	3.2e-57	1	209	150	353	0.9952153110047847
GH92.hmm	491	MKAAFLNM_00533	976	3.9e-191	3	491	238	725	0.9938900203665988
GH63.hmm	570	MKAAFLNM_00536	534	1.4e-31	326	558	86	441	0.4070175438596491
GH125.hmm	402	MKAAFLNM_00537	483	6.9e-182	1	402	69	469	0.9975124378109452
GH20.hmm	337	MKAAFLNM_00538	773	4.3e-125	8	336	156	508	0.973293768545994
GH97.hmm	631	MKAAFLNM_00603	664	8.4e-209	4	630	12	661	0.9920760697305864
GH2.hmm	752	MKAAFLNM_00604	592	1.6e-94	24	462	24	549	0.5824468085106383
GH2.hmm	752	MKAAFLNM_00605	906	9.2e-71	22	534	21	682	0.6808510638297872
GH3.hmm	216	MKAAFLNM_00607	736	6.9e-67	2	216	102	325	0.9907407407407407
GH105.hmm	332	MKAAFLNM_00612	850	3.2e-82	7	331	48	367	0.9759036144578314
GH26.hmm	303	MKAAFLNM_00684	395	3.9e-65	4	298	59	385	0.9702970297029703
GH130.hmm	296	MKAAFLNM_00685	390	1.7e-91	9	295	57	361	0.9662162162162162
GT20.hmm	475	MKAAFLNM_00727	237	1.3e-82	81	297	2	217	0.45473684210526316
GH20.hmm	337	MKAAFLNM_00758	750	2.3e-117	8	336	142	489	0.973293768545994
GH125.hmm	402	MKAAFLNM_00769	487	1e-184	2	402	71	472	0.9950248756218906
GH9.hmm	418	MKAAFLNM_00784	816	1.8e-37	7	358	336	762	0.8397129186602871
GT19.hmm	354	MKAAFLNM_00809	381	6.3e-112	2	350	4	357	0.9830508474576272
GH23.hmm	135	MKAAFLNM_00816	438	5.7e-24	3	120	137	270	0.8666666666666667
GH9.hmm	418	MKAAFLNM_00823	844	8.2e-28	12	357	406	778	0.8253588516746412
GH30.hmm	417	MKAAFLNM_00825	633	1.3e-16	111	415	292	630	0.7290167865707434
GH9.hmm	418	MKAAFLNM_00826	576	1.4e-99	5	417	113	567	0.9856459330143541
GH31.hmm	427	MKAAFLNM_00828	791	3.2e-126	2	427	307	725	0.9953161592505855
GH9.hmm	418	MKAAFLNM_00832	842	2.2e-28	11	361	403	777	0.8373205741626795
GH3.hmm	216	MKAAFLNM_00840	612	2.1e-59	55	216	2	177	0.7453703703703703
GH97.hmm	631	MKAAFLNM_00845	717	4.8e-262	3	630	13	702	0.993660855784469
GH13.hmm	299	MKAAFLNM_00855	616	1.5e-61	12	296	162	486	0.9498327759197325
GH133.hmm	372	MKAAFLNM_00879	646	1.2e-101	7	372	286	636	0.9811827956989247
GT4.hmm	160	MKAAFLNM_00880	422	9.7e-35	7	155	241	386	0.925
GH57.hmm	383	MKAAFLNM_00881	471	1.7e-52	12	313	20	326	0.7859007832898173
GT5.hmm	472	MKAAFLNM_00883	274	8.5e-47	1	226	6	242	0.4766949152542373
GH97.hmm	631	MKAAFLNM_00939	648	2.5e-183	3	628	12	646	0.9904912836767037
GH43_19.hmm	233	MKAAFLNM_00940	646	1.7e-95	1	233	84	315	0.9957081545064378
GH43_34.hmm	280	MKAAFLNM_00940	646	2.6e-98	1	280	342	638	0.9964285714285714
GH105.hmm	332	MKAAFLNM_00941	375	3.3e-82	5	332	43	370	0.9849397590361446
PL42.hmm	296	MKAAFLNM_00942	446	2.6e-125	1	296	53	345	0.9966216216216216
GH154.hmm	348	MKAAFLNM_00943	417	1.3e-103	1	346	34	395	0.9913793103448276
GT4.hmm	160	MKAAFLNM_00965	375	1.7e-26	5	154	188	340	0.93125
GT4.hmm	160	MKAAFLNM_00966	347	1.7e-39	5	157	172	322	0.95
GH3.hmm	216	MKAAFLNM_01044	864	4.3e-70	4	215	56	300	0.9768518518518519
GH30_4.hmm	484	MKAAFLNM_01054	535	1.4e-174	3	484	45	531	0.993801652892562
GH2.hmm	752	MKAAFLNM_01055	813	8.6e-119	30	468	32	577	0.5824468085106383
GH109.hmm	399	MKAAFLNM_01082	512	4.6e-158	2	397	62	472	0.9899749373433584
GH127.hmm	524	MKAAFLNM_01095	685	1.7e-32	301	522	323	549	0.4217557251908397
GH125.hmm	402	MKAAFLNM_01096	494	1.5e-181	2	402	79	479	0.9950248756218906
GH43_34.hmm	280	MKAAFLNM_01097	334	3.6e-109	1	279	35	314	0.9928571428571429
GH92.hmm	491	MKAAFLNM_01099	331	7.8e-120	208	491	7	308	0.5763747454175153
GH97.hmm	631	MKAAFLNM_01140	657	2.5e-193	2	630	11	654	0.9952456418383518
GH2.hmm	752	MKAAFLNM_01201	605	2.1e-104	23	413	50	508	0.5186170212765957
CE1.hmm	227	MKAAFLNM_01234	699	4.4e-19	5	216	447	687	0.9295154185022027
GT2_Glycos_transf_2.hmm	170	MKAAFLNM_01286	486	1.4e-20	1	124	246	371	0.7235294117647059
GH171.hmm	355	MKAAFLNM_01290	413	3.5e-127	1	355	45	412	0.9971830985915493
GH3.hmm	216	MKAAFLNM_01298	778	8.6e-71	4	214	78	292	0.9722222222222222
CE1.hmm	227	MKAAFLNM_01299	398	4.1e-61	1	218	155	391	0.9559471365638766
CE1.hmm	227	MKAAFLNM_01303	398	2.3e-56	1	222	158	395	0.973568281938326
CE1.hmm	227	MKAAFLNM_01304	392	1.1e-51	1	222	149	389	0.973568281938326
CE1.hmm	227	MKAAFLNM_01305	294	8.4e-56	1	224	37	289	0.9823788546255506
GH3.hmm	216	MKAAFLNM_01306	788	7.7e-70	4	214	74	288	0.9722222222222222
GH2.hmm	752	MKAAFLNM_01321	845	1.3e-104	24	568	7	744	0.723404255319149
GH3.hmm	216	MKAAFLNM_01326	726	1.1e-48	3	209	57	304	0.9537037037037037
CE1.hmm	227	MKAAFLNM_01328	372	2.7e-51	1	221	145	367	0.9691629955947136
GH97.hmm	631	MKAAFLNM_01346	649	8e-195	3	630	11	648	0.993660855784469
GH38.hmm	269	MKAAFLNM_01347	1209	2.7e-50	1	220	38	257	0.8141263940520446
CBM32.hmm	124	MKAAFLNM_01347	1209	4.1e-16	10	122	1085	1205	0.9032258064516129
GH127.hmm	524	MKAAFLNM_01348	688	1e-33	300	524	332	563	0.42748091603053434
GH76.hmm	358	MKAAFLNM_01349	409	3.3e-68	23	329	66	390	0.8547486033519553
GH125.hmm	402	MKAAFLNM_01350	487	1.5e-186	1	402	74	473	0.9975124378109452
GH31.hmm	427	MKAAFLNM_01381	783	1.5e-135	1	427	220	672	0.9976580796252927
GH43_24.hmm	246	MKAAFLNM_01449	1106	1.4e-102	2	245	54	309	0.9878048780487805
GH35.hmm	307	MKAAFLNM_01449	1106	8e-118	1	305	358	668	0.990228013029316
GT2_Glycos_transf_2.hmm	170	MKAAFLNM_01465	338	8e-21	2	161	6	174	0.9352941176470588
GH77.hmm	494	MKAAFLNM_01468	426	8.1e-93	221	490	2	422	0.5445344129554656
GT2_Glycos_transf_2.hmm	170	MKAAFLNM_01483	323	4.5e-23	2	168	10	178	0.9764705882352941
GT83.hmm	540	MKAAFLNM_01485	577	8.5e-84	6	451	4	488	0.8240740740740741
GH23.hmm	135	MKAAFLNM_01560	473	1.6e-22	13	115	313	421	0.7555555555555555
GT26.hmm	171	MKAAFLNM_01580	232	1.5e-52	6	171	53	217	0.9649122807017544
GT4.hmm	160	MKAAFLNM_01584	360	1.8e-30	10	155	182	326	0.90625
GH13_14.hmm	289	MKAAFLNM_01600	665	1.3e-119	1	289	199	523	0.9965397923875432
CE1.hmm	227	MKAAFLNM_01628	845	7.4e-16	5	207	584	806	0.8898678414096917
GH36.hmm	688	MKAAFLNM_01647	734	7.8e-217	4	687	27	708	0.9927325581395349
GH26.hmm	303	MKAAFLNM_01654	565	6.3e-24	5	139	143	291	0.44224422442244227
GH26.hmm	303	MKAAFLNM_01654	565	1.1e-63	104	303	359	560	0.6567656765676567
GH5_2.hmm	237	MKAAFLNM_01659	326	5.8e-96	2	236	48	281	0.9873417721518988
GH5_7.hmm	289	MKAAFLNM_01660	430	3.2e-96	2	289	66	378	0.9930795847750865
CBM62.hmm	131	MKAAFLNM_01674	652	6e-18	64	131	450	517	0.5114503816793893
CBM62.hmm	131	MKAAFLNM_01674	652	6.4e-16	2	63	525	585	0.46564885496183206
GH92.hmm	491	MKAAFLNM_01679	622	2.1e-195	3	491	119	614	0.9938900203665988
GH92.hmm	491	MKAAFLNM_01682	758	4.2e-187	2	491	230	737	0.9959266802443992
GH92.hmm	491	MKAAFLNM_01689	756	1e-196	3	491	246	754	0.9938900203665988
GH130.hmm	296	MKAAFLNM_01691	323	5.8e-93	1	296	20	318	0.9966216216216216
GT4.hmm	160	MKAAFLNM_01720	366	6.1e-19	8	159	186	336	0.94375
GT4.hmm	160	MKAAFLNM_01721	416	2.7e-25	12	160	232	383	0.925
GT4.hmm	160	MKAAFLNM_01723	332	1.6e-22	7	152	161	300	0.90625
GT2_Glycos_transf_2.hmm	170	MKAAFLNM_01728	319	3e-21	1	169	25	206	0.9882352941176471
GH97.hmm	631	MKAAFLNM_01733	715	1.8e-240	4	630	12	701	0.9920760697305864
GH13.hmm	299	MKAAFLNM_01734	445	2.5e-51	5	289	48	332	0.9498327759197325
GH9.hmm	418	MKAAFLNM_01740	821	2e-35	6	358	343	767	0.8421052631578947
GH109.hmm	399	MKAAFLNM_01818	328	4e-27	5	196	5	185	0.47869674185463656
GH3.hmm	216	MKAAFLNM_01820	602	6.9e-38	91	214	2	120	0.5694444444444444
GH3.hmm	216	MKAAFLNM_01821	829	1.6e-63	5	215	169	396	0.9722222222222222
GT2_Glycos_transf_2.hmm	170	MKAAFLNM_01834	351	1.1e-29	4	129	11	136	0.7352941176470589
GT2_Glycos_transf_2.hmm	170	MKAAFLNM_01835	328	1.4e-32	1	123	6	128	0.7176470588235294
GT4.hmm	160	MKAAFLNM_01837	394	2.7e-34	8	160	215	363	0.95
GT2_Glycos_transf_2.hmm	170	MKAAFLNM_01838	346	1.5e-35	1	127	8	134	0.7411764705882353
GT2_Glycos_transf_2.hmm	170	MKAAFLNM_01839	344	3.4e-34	1	126	4	131	0.7352941176470589
GT2_Glyco_tranf_2_3.hmm	230	MKAAFLNM_01841	390	3.2e-31	2	228	45	266	0.9826086956521739
GH2.hmm	752	MKAAFLNM_01858	939	7e-56	22	394	21	451	0.4946808510638298
GT2_Glycos_transf_2.hmm	170	MKAAFLNM_01861	329	6.6e-28	1	164	4	164	0.9588235294117647
CE4.hmm	130	MKAAFLNM_01895	218	7.5e-26	5	112	22	140	0.823076923076923
GT2_Glycos_transf_2.hmm	170	MKAAFLNM_01927	270	1.8e-22	1	107	10	117	0.6235294117647059
GH30_3.hmm	417	MKAAFLNM_01951	503	9.8e-151	4	417	74	501	0.9904076738609112
GT4.hmm	160	MKAAFLNM_01973	373	3.1e-32	8	157	194	343	0.93125
GT2_Glyco_tranf_2_3.hmm	230	MKAAFLNM_01974	401	8.2e-36	2	229	62	283	0.9869565217391304
GT2_Glycos_transf_2.hmm	170	MKAAFLNM_02045	390	7.1e-16	1	166	57	223	0.9705882352941176
GH20.hmm	337	MKAAFLNM_02089	444	2.2e-129	9	336	48	401	0.9703264094955489
GH76.hmm	358	MKAAFLNM_02091	481	1.9e-40	24	332	63	454	0.8603351955307262
GH18.hmm	296	MKAAFLNM_02106	577	1e-74	3	287	34	332	0.9594594594594594
GH3.hmm	216	MKAAFLNM_02107	771	2.6e-68	4	213	79	291	0.9675925925925926
GH20.hmm	337	MKAAFLNM_02122	834	5.3e-94	14	336	312	721	0.9554896142433235
GH84.hmm	295	MKAAFLNM_02126	734	1.7e-107	1	294	151	443	0.9932203389830508
CBM67.hmm	176	MKAAFLNM_02145	664	8.7e-17	100	172	11	84	0.4090909090909091
GH78.hmm	504	MKAAFLNM_02145	664	5.2e-156	2	504	107	625	0.996031746031746
GH92.hmm	491	MKAAFLNM_02224	747	2e-176	2	487	260	746	0.9877800407331976
PL8_2.hmm	247	MKAAFLNM_02238	1027	1.3e-80	1	247	617	865	0.9959514170040485
GH117.hmm	211	MKAAFLNM_02240	377	2.9e-21	56	210	204	353	0.7298578199052133
PL30.hmm	712	MKAAFLNM_02241	826	0	2	712	73	783	0.9971910112359551
GH74.hmm	233	MKAAFLNM_02272	747	5.1e-22	4	114	69	178	0.4721030042918455
GH74.hmm	233	MKAAFLNM_02272	747	3.7e-20	76	214	209	351	0.592274678111588
GH109.hmm	399	MKAAFLNM_02275	351	7.2e-21	3	164	1	151	0.40350877192982454
GH25.hmm	177	MKAAFLNM_02290	258	1.5e-54	1	177	55	230	0.9943502824858758
GT35.hmm	674	MKAAFLNM_02335	689	1e-115	208	629	105	542	0.6246290801186943
GH16_3.hmm	230	MKAAFLNM_02340	459	1.9e-68	1	230	222	456	0.9956521739130435
GH158.hmm	132	MKAAFLNM_02341	431	6.7e-35	1	131	38	169	0.9848484848484849
GH3.hmm	216	MKAAFLNM_02385	1014	1.6e-55	4	216	116	340	0.9814814814814815
GH3.hmm	216	MKAAFLNM_02386	1004	7.5e-59	4	216	106	330	0.9814814814814815
GH76.hmm	358	MKAAFLNM_02444	390	9.6e-81	8	336	32	373	0.9162011173184358
CE1.hmm	227	MKAAFLNM_02478	270	4.9e-52	1	220	31	261	0.9647577092511013
GH76.hmm	358	MKAAFLNM_02484	377	1.2e-88	25	332	50	352	0.8575418994413407
GH92.hmm	491	MKAAFLNM_02485	716	5.5e-133	4	486	229	714	0.9816700610997964
CBM67.hmm	176	MKAAFLNM_02486	875	7.4e-42	3	166	141	315	0.9261363636363636
GH78.hmm	504	MKAAFLNM_02486	875	9.9e-153	2	504	344	853	0.996031746031746
GH3.hmm	216	MKAAFLNM_02487	725	1.5e-51	4	209	59	305	0.9490740740740741
GT2_Glycos_transf_2.hmm	170	MKAAFLNM_02508	317	6.5e-34	1	168	4	168	0.9823529411764705
GH109.hmm	399	MKAAFLNM_02568	495	1.3e-19	3	163	38	189	0.40100250626566414
GH97.hmm	631	MKAAFLNM_02587	717	1.1e-257	6	630	12	698	0.9889064976228209
GH31.hmm	427	MKAAFLNM_02588	834	1.6e-149	1	427	234	684	0.9976580796252927
GH66.hmm	556	MKAAFLNM_02589	601	1.5e-191	2	555	50	601	0.9946043165467626
GH2.hmm	752	MKAAFLNM_02682	1031	1.1e-219	16	749	49	902	0.9747340425531915
GH51.hmm	630	MKAAFLNM_02683	649	8.5e-110	109	542	188	643	0.6873015873015873
GH127.hmm	524	MKAAFLNM_02684	333	5.2e-94	294	524	1	247	0.4389312977099237
GH3.hmm	216	MKAAFLNM_02715	734	5.1e-64	3	216	94	316	0.9861111111111112
GH3.hmm	216	MKAAFLNM_02716	820	6e-68	3	216	60	268	0.9861111111111112
GT51.hmm	177	MKAAFLNM_02738	234	5.2e-53	12	177	56	220	0.9322033898305084
GH43_24.hmm	246	MKAAFLNM_02745	383	1.4e-100	5	246	61	348	0.9796747967479674
GH109.hmm	399	MKAAFLNM_02750	469	3.7e-166	2	398	55	459	0.9924812030075187
CE11.hmm	271	MKAAFLNM_02755	461	1.1e-72	1	221	4	225	0.8118081180811808
GH94.hmm	1036	MKAAFLNM_02791	828	6.7e-305	261	1035	3	824	0.747104247104247
GH2.hmm	752	MKAAFLNM_02792	814	1.4e-115	24	491	20	675	0.6210106382978723
CE3.hmm	194	MKAAFLNM_02794	248	7.5e-17	2	192	24	244	0.979381443298969
GH23.hmm	135	MKAAFLNM_02798	326	6.8e-25	2	126	97	234	0.9185185185185185
GH171.hmm	355	MKAAFLNM_02817	420	7.2e-114	1	355	75	418	0.9971830985915493
GH5_46.hmm	257	MKAAFLNM_02889	416	1.8e-102	4	257	93	347	0.9844357976653697
GH3.hmm	216	MKAAFLNM_02890	741	2e-67	2	214	61	281	0.9814814814814815
GT30.hmm	177	MKAAFLNM_02910	406	5.3e-47	11	176	44	205	0.9322033898305084
PL38.hmm	279	MKAAFLNM_02932	410	8e-111	1	275	65	340	0.982078853046595
GH108.hmm	86	MKAAFLNM_02961	171	8.4e-22	4	86	7	96	0.9534883720930233
GT4.hmm	160	MKAAFLNM_02964	421	2.4e-25	18	153	251	384	0.84375
GT14.hmm	250	MKAAFLNM_02967	303	9.3e-45	1	220	4	233	0.876
GT28.hmm	157	MKAAFLNM_03023	407	1.5e-46	1	156	212	383	0.9872611464968153
CE1.hmm	227	MKAAFLNM_03041	293	3.5e-24	1	175	36	222	0.7665198237885462
GH2.hmm	752	MKAAFLNM_03115	886	2.9e-185	114	751	2	740	0.8470744680851063
GH43_3.hmm	299	MKAAFLNM_03174	335	1e-115	1	299	36	319	0.9966555183946488
GH43_31.hmm	268	MKAAFLNM_03175	320	7.5e-109	2	266	30	293	0.9850746268656716
GH43_31.hmm	268	MKAAFLNM_03176	322	2.1e-108	3	268	43	300	0.9888059701492538
GH2.hmm	752	MKAAFLNM_03210	1070	2.7e-237	14	751	74	937	0.9800531914893617
GH73.hmm	128	MKAAFLNM_03222	307	2.2e-36	2	128	38	167	0.984375
GH29.hmm	346	MKAAFLNM_03277	619	3.7e-82	33	339	42	369	0.884393063583815
CBM32.hmm	124	MKAAFLNM_03277	619	1.5e-16	17	107	500	599	0.7258064516129032
GH9.hmm	418	MKAAFLNM_03470	404	3.4e-24	85	418	13	400	0.7966507177033493
GH43_35.hmm	294	MKAAFLNM_03500	538	1.1e-106	1	293	26	341	0.9931972789115646
GH2.hmm	752	MKAAFLNM_03503	536	2e-79	418	751	16	400	0.4428191489361702
GH51.hmm	630	MKAAFLNM_03589	269	2.1e-57	304	542	2	269	0.37777777777777777
