locus_tag	ftype	length_bp	gene	EC_number	COG	product
BDMCONLN_00055	CDS	456				hypothetical protein
BDMCONLN_00056	gene	168				
BDMCONLN_00056	mRNA	168				
BDMCONLN_00056	CDS	168				hypothetical protein
BDMCONLN_00057	gene	264				
BDMCONLN_00057	mRNA	264				
BDMCONLN_00057	CDS	264				hypothetical protein
BDMCONLN_00058	gene	282				
BDMCONLN_00058	mRNA	282				
BDMCONLN_00058	CDS	282				hypothetical protein
BDMCONLN_00059	gene	339				
BDMCONLN_00059	mRNA	339				
BDMCONLN_00059	CDS	339				hypothetical protein
BDMCONLN_00060	gene	279				
BDMCONLN_00060	mRNA	279				
BDMCONLN_00060	CDS	279				hypothetical protein
BDMCONLN_00061	gene	480				
BDMCONLN_00061	mRNA	480				
BDMCONLN_00061	CDS	480				hypothetical protein
BDMCONLN_00062	gene	1254				
BDMCONLN_00062	mRNA	1254				
BDMCONLN_00062	CDS	1254				hypothetical protein
BDMCONLN_00063	gene	1455				
BDMCONLN_00063	mRNA	1455				
BDMCONLN_00063	CDS	1455				hypothetical protein
BDMCONLN_00064	gene	345				
BDMCONLN_00064	mRNA	345				
BDMCONLN_00064	CDS	345				hypothetical protein
BDMCONLN_00065	gene	471				
BDMCONLN_00065	mRNA	471				
BDMCONLN_00065	CDS	471				hypothetical protein
BDMCONLN_00066	gene	1797				
BDMCONLN_00066	mRNA	1797				
BDMCONLN_00066	CDS	1797				hypothetical protein
BDMCONLN_00067	gene	1026				
BDMCONLN_00067	mRNA	1026				
BDMCONLN_00067	CDS	1026				hypothetical protein
BDMCONLN_00068	gene	540				
BDMCONLN_00068	mRNA	540				
BDMCONLN_00068	CDS	540				hypothetical protein
BDMCONLN_00069	gene	177				
BDMCONLN_00069	mRNA	177				
BDMCONLN_00069	CDS	177				hypothetical protein
BDMCONLN_00070	gene	477				
BDMCONLN_00070	mRNA	477				
BDMCONLN_00070	CDS	477				hypothetical protein
BDMCONLN_00071	gene	132				
BDMCONLN_00071	mRNA	132				
BDMCONLN_00071	CDS	132				hypothetical protein
BDMCONLN_00072	gene	156				
BDMCONLN_00072	mRNA	156				
BDMCONLN_00072	CDS	156				hypothetical protein
BDMCONLN_00073	gene	1281				
BDMCONLN_00073	mRNA	1281				
BDMCONLN_00073	CDS	1281				hypothetical protein
BDMCONLN_00074	gene	573				
BDMCONLN_00074	mRNA	573				
BDMCONLN_00074	CDS	573				hypothetical protein
BDMCONLN_00075	gene	966				
BDMCONLN_00075	mRNA	966				
BDMCONLN_00075	CDS	966				hypothetical protein
BDMCONLN_00076	gene	291				
BDMCONLN_00076	mRNA	291				
BDMCONLN_00076	CDS	291				hypothetical protein
BDMCONLN_00077	gene	498				
BDMCONLN_00077	mRNA	498				
BDMCONLN_00077	CDS	498				hypothetical protein
BDMCONLN_00078	gene	108				
BDMCONLN_00078	mRNA	108				
BDMCONLN_00078	CDS	108				hypothetical protein
BDMCONLN_00079	gene	684				
BDMCONLN_00079	mRNA	684				
BDMCONLN_00079	CDS	684				hypothetical protein
BDMCONLN_00080	gene	333				
BDMCONLN_00080	mRNA	333				
BDMCONLN_00080	CDS	333				hypothetical protein
BDMCONLN_00081	gene	603				
BDMCONLN_00081	mRNA	603				
BDMCONLN_00081	CDS	603				hypothetical protein
BDMCONLN_00082	gene	1020				
BDMCONLN_00082	mRNA	1020				
BDMCONLN_00082	CDS	1020				hypothetical protein
BDMCONLN_00083	gene	225				
BDMCONLN_00083	mRNA	225				
BDMCONLN_00083	CDS	225				hypothetical protein
BDMCONLN_00084	gene	147				
BDMCONLN_00084	mRNA	147				
BDMCONLN_00084	CDS	147				hypothetical protein
BDMCONLN_00085	gene	288				
BDMCONLN_00085	mRNA	288				
BDMCONLN_00085	CDS	288				hypothetical protein
BDMCONLN_00086	gene	1740				
BDMCONLN_00086	mRNA	1740				
BDMCONLN_00086	CDS	1740				hypothetical protein
BDMCONLN_00087	gene	423				
BDMCONLN_00087	mRNA	423				
BDMCONLN_00087	CDS	423				hypothetical protein
BDMCONLN_00088	gene	213				
BDMCONLN_00088	mRNA	213				
BDMCONLN_00088	CDS	213				hypothetical protein
BDMCONLN_00089	gene	1176				
BDMCONLN_00089	mRNA	1176				
BDMCONLN_00089	CDS	1176				hypothetical protein
BDMCONLN_00090	gene	168				
BDMCONLN_00090	mRNA	168				
BDMCONLN_00090	CDS	168				hypothetical protein
BDMCONLN_00091	gene	357				
BDMCONLN_00091	mRNA	357				
BDMCONLN_00091	CDS	357				hypothetical protein
BDMCONLN_00092	gene	426				
BDMCONLN_00092	mRNA	426				
BDMCONLN_00092	CDS	426				hypothetical protein
BDMCONLN_00093	gene	306				
BDMCONLN_00093	mRNA	306				
BDMCONLN_00093	CDS	306				hypothetical protein
BDMCONLN_00094	gene	213				
BDMCONLN_00094	mRNA	213				
BDMCONLN_00094	CDS	213				hypothetical protein
BDMCONLN_00095	gene	297				
BDMCONLN_00095	mRNA	297				
BDMCONLN_00095	CDS	297				hypothetical protein
BDMCONLN_00096	gene	528				
BDMCONLN_00096	mRNA	528				
BDMCONLN_00096	CDS	528				hypothetical protein
BDMCONLN_00097	gene	1152				
BDMCONLN_00097	mRNA	1152				
BDMCONLN_00097	CDS	1152				hypothetical protein
BDMCONLN_00098	gene	192				
BDMCONLN_00098	mRNA	192				
BDMCONLN_00098	CDS	192				hypothetical protein
BDMCONLN_00099	gene	369				
BDMCONLN_00099	mRNA	369				
BDMCONLN_00099	CDS	369				hypothetical protein
BDMCONLN_00100	gene	243				
BDMCONLN_00100	mRNA	243				
BDMCONLN_00100	CDS	243				hypothetical protein
BDMCONLN_00101	gene	477				
BDMCONLN_00101	mRNA	477				
BDMCONLN_00101	CDS	477				hypothetical protein
BDMCONLN_00102	gene	882				
BDMCONLN_00102	mRNA	882				
BDMCONLN_00102	CDS	882				hypothetical protein
BDMCONLN_00103	gene	1410				
BDMCONLN_00103	mRNA	1410				
BDMCONLN_00103	CDS	1410				hypothetical protein
BDMCONLN_00104	gene	1053				
BDMCONLN_00104	mRNA	1053				
BDMCONLN_00104	CDS	1053				hypothetical protein
BDMCONLN_00105	gene	273				
BDMCONLN_00105	mRNA	273				
BDMCONLN_00105	CDS	273				hypothetical protein
BDMCONLN_00106	gene	312				
BDMCONLN_00106	mRNA	312				
BDMCONLN_00106	CDS	312				hypothetical protein
BDMCONLN_00107	gene	378				
BDMCONLN_00107	mRNA	378				
BDMCONLN_00107	CDS	378				hypothetical protein
BDMCONLN_00108	gene	306				
BDMCONLN_00108	mRNA	306				
BDMCONLN_00108	CDS	306				hypothetical protein
BDMCONLN_00109	gene	729				
BDMCONLN_00109	mRNA	729				
BDMCONLN_00109	CDS	729				hypothetical protein
BDMCONLN_00110	gene	252				
BDMCONLN_00110	mRNA	252				
BDMCONLN_00110	CDS	252				hypothetical protein
BDMCONLN_00111	gene	495				
BDMCONLN_00111	mRNA	495				
BDMCONLN_00111	CDS	495				hypothetical protein
BDMCONLN_00112	gene	606				
BDMCONLN_00112	mRNA	606				
BDMCONLN_00112	CDS	606				hypothetical protein
BDMCONLN_00113	gene	330				
BDMCONLN_00113	mRNA	330				
BDMCONLN_00113	CDS	330				hypothetical protein
BDMCONLN_00114	gene	228				
BDMCONLN_00114	mRNA	228				
BDMCONLN_00114	CDS	228				hypothetical protein
BDMCONLN_00115	gene	129				
BDMCONLN_00115	mRNA	129				
BDMCONLN_00115	CDS	129				hypothetical protein
BDMCONLN_00116	gene	936				
BDMCONLN_00116	mRNA	936				
BDMCONLN_00116	CDS	936				hypothetical protein
BDMCONLN_00117	gene	180				
BDMCONLN_00117	mRNA	180				
BDMCONLN_00117	CDS	180				hypothetical protein
BDMCONLN_00118	gene	417				
BDMCONLN_00118	mRNA	417				
BDMCONLN_00118	CDS	417				hypothetical protein
BDMCONLN_00119	gene	1059				
BDMCONLN_00119	mRNA	1059				
BDMCONLN_00119	CDS	1059				hypothetical protein
BDMCONLN_00120	gene	204				
BDMCONLN_00120	mRNA	204				
BDMCONLN_00120	CDS	204				hypothetical protein
BDMCONLN_00121	gene	492				
BDMCONLN_00121	mRNA	492				
BDMCONLN_00121	CDS	492				hypothetical protein
BDMCONLN_00122	gene	1119				
BDMCONLN_00122	mRNA	1119				
BDMCONLN_00122	CDS	1119				hypothetical protein
BDMCONLN_00123	gene	102				
BDMCONLN_00123	mRNA	102				
BDMCONLN_00123	CDS	102				hypothetical protein
BDMCONLN_00124	gene	753				
BDMCONLN_00124	mRNA	753				
BDMCONLN_00124	CDS	753				hypothetical protein
BDMCONLN_00125	gene	462				
BDMCONLN_00125	mRNA	462				
BDMCONLN_00125	CDS	462				hypothetical protein
BDMCONLN_00126	gene	150				
BDMCONLN_00126	mRNA	150				
BDMCONLN_00126	CDS	150				hypothetical protein
BDMCONLN_00127	gene	111				
BDMCONLN_00127	mRNA	111				
BDMCONLN_00127	CDS	111				hypothetical protein
BDMCONLN_00128	gene	192				
BDMCONLN_00128	mRNA	192				
BDMCONLN_00128	CDS	192				hypothetical protein
BDMCONLN_00129	gene	774				
BDMCONLN_00129	mRNA	774				
BDMCONLN_00129	CDS	774				hypothetical protein
BDMCONLN_00130	gene	1044				
BDMCONLN_00130	mRNA	1044				
BDMCONLN_00130	CDS	1044				hypothetical protein
BDMCONLN_00131	gene	270				
BDMCONLN_00131	mRNA	270				
BDMCONLN_00131	CDS	270				hypothetical protein
BDMCONLN_00132	gene	696				
BDMCONLN_00132	mRNA	696				
BDMCONLN_00132	CDS	696				hypothetical protein
BDMCONLN_00133	gene	123				
BDMCONLN_00133	mRNA	123				
BDMCONLN_00133	CDS	123				hypothetical protein
BDMCONLN_00134	gene	180				
BDMCONLN_00134	mRNA	180				
BDMCONLN_00134	CDS	180				hypothetical protein
BDMCONLN_00135	gene	345				
BDMCONLN_00135	mRNA	345				
BDMCONLN_00135	CDS	345				hypothetical protein
BDMCONLN_00136	gene	576				
BDMCONLN_00136	mRNA	576				
BDMCONLN_00136	CDS	576				hypothetical protein
BDMCONLN_00137	gene	270				
BDMCONLN_00137	mRNA	270				
BDMCONLN_00137	CDS	270				hypothetical protein
BDMCONLN_00138	gene	192				
BDMCONLN_00138	mRNA	192				
BDMCONLN_00138	CDS	192				hypothetical protein
BDMCONLN_00139	gene	291				
BDMCONLN_00139	mRNA	291				
BDMCONLN_00139	CDS	291				hypothetical protein
BDMCONLN_00140	gene	276				
BDMCONLN_00140	mRNA	276				
BDMCONLN_00140	CDS	276				hypothetical protein
BDMCONLN_00141	gene	819				
BDMCONLN_00141	mRNA	819				
BDMCONLN_00141	CDS	819				hypothetical protein
BDMCONLN_00142	gene	474				
BDMCONLN_00142	mRNA	474				
BDMCONLN_00142	CDS	474				hypothetical protein
BDMCONLN_00143	gene	225				
BDMCONLN_00143	mRNA	225				
BDMCONLN_00143	CDS	225				hypothetical protein
BDMCONLN_00144	gene	165				
BDMCONLN_00144	mRNA	165				
BDMCONLN_00144	CDS	165				hypothetical protein
BDMCONLN_00145	gene	537				
BDMCONLN_00145	mRNA	537				
BDMCONLN_00145	CDS	537				hypothetical protein
BDMCONLN_00146	gene	273				
BDMCONLN_00146	mRNA	273				
BDMCONLN_00146	CDS	273				hypothetical protein
BDMCONLN_00147	gene	342				
BDMCONLN_00147	mRNA	342				
BDMCONLN_00147	CDS	342				hypothetical protein
BDMCONLN_00148	gene	189				
BDMCONLN_00148	mRNA	189				
BDMCONLN_00148	CDS	189				hypothetical protein
BDMCONLN_00149	gene	138				
BDMCONLN_00149	mRNA	138				
BDMCONLN_00149	CDS	138				hypothetical protein
BDMCONLN_00150	gene	411				
BDMCONLN_00150	mRNA	411				
BDMCONLN_00150	CDS	411				hypothetical protein
BDMCONLN_00151	gene	183				
BDMCONLN_00151	mRNA	183				
BDMCONLN_00151	CDS	183				hypothetical protein
BDMCONLN_00152	gene	180				
BDMCONLN_00152	mRNA	180				
BDMCONLN_00152	CDS	180				hypothetical protein
BDMCONLN_00153	gene	279				
BDMCONLN_00153	mRNA	279				
BDMCONLN_00153	CDS	279				hypothetical protein
BDMCONLN_00154	gene	312				
BDMCONLN_00154	mRNA	312				
BDMCONLN_00154	CDS	312				hypothetical protein
BDMCONLN_00155	gene	195				
BDMCONLN_00155	mRNA	195				
BDMCONLN_00155	CDS	195				hypothetical protein
BDMCONLN_00156	gene	261				
BDMCONLN_00156	mRNA	261				
BDMCONLN_00156	CDS	261				hypothetical protein
BDMCONLN_00157	gene	159				
BDMCONLN_00157	mRNA	159				
BDMCONLN_00157	CDS	159				hypothetical protein
BDMCONLN_00158	gene	807				
BDMCONLN_00158	mRNA	807				
BDMCONLN_00158	CDS	807				hypothetical protein
BDMCONLN_00159	gene	405				
BDMCONLN_00159	mRNA	405				
BDMCONLN_00159	CDS	405				hypothetical protein
BDMCONLN_00160	gene	330				
BDMCONLN_00160	mRNA	330				
BDMCONLN_00160	CDS	330				hypothetical protein
BDMCONLN_00161	gene	297				
BDMCONLN_00161	mRNA	297				
BDMCONLN_00161	CDS	297				hypothetical protein
BDMCONLN_00162	gene	150				
BDMCONLN_00162	mRNA	150				
BDMCONLN_00162	CDS	150				hypothetical protein
BDMCONLN_00163	gene	192				
BDMCONLN_00163	mRNA	192				
BDMCONLN_00163	CDS	192				hypothetical protein
BDMCONLN_00164	gene	159				
BDMCONLN_00164	mRNA	159				
BDMCONLN_00164	CDS	159				hypothetical protein
BDMCONLN_00165	gene	294				
BDMCONLN_00165	mRNA	294				
BDMCONLN_00165	CDS	294				hypothetical protein
BDMCONLN_00166	gene	717				
BDMCONLN_00166	mRNA	717				
BDMCONLN_00166	CDS	717				hypothetical protein
BDMCONLN_00167	gene	327				
BDMCONLN_00167	mRNA	327				
BDMCONLN_00167	CDS	327				hypothetical protein
BDMCONLN_00168	gene	336				
BDMCONLN_00168	mRNA	336				
BDMCONLN_00168	CDS	336				hypothetical protein
BDMCONLN_00169	gene	744				
BDMCONLN_00169	mRNA	744				
BDMCONLN_00169	CDS	744				hypothetical protein
BDMCONLN_00170	gene	477				
BDMCONLN_00170	mRNA	477				
BDMCONLN_00170	CDS	477				hypothetical protein
BDMCONLN_00171	gene	501				
BDMCONLN_00171	mRNA	501				
BDMCONLN_00171	CDS	501				hypothetical protein
BDMCONLN_00172	gene	474				
BDMCONLN_00172	mRNA	474				
BDMCONLN_00172	CDS	474				hypothetical protein
BDMCONLN_00173	gene	88				
BDMCONLN_00173	mRNA	88				
BDMCONLN_00173	tRNA	88				tRNA-Leu(taa)
BDMCONLN_00174	gene	276				
BDMCONLN_00174	mRNA	276				
BDMCONLN_00174	CDS	276				hypothetical protein
BDMCONLN_00175	gene	76				
BDMCONLN_00175	mRNA	76				
BDMCONLN_00175	tRNA	76				tRNA-Glu(ttc)
BDMCONLN_00176	gene	528	clpP_1			
BDMCONLN_00176	mRNA	528	clpP_1			
BDMCONLN_00176	CDS	528	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
BDMCONLN_00177	gene	636				
BDMCONLN_00177	mRNA	636				
BDMCONLN_00177	CDS	636				hypothetical protein
BDMCONLN_00178	gene	330				
BDMCONLN_00178	mRNA	330				
BDMCONLN_00178	CDS	330				hypothetical protein
BDMCONLN_00179	gene	177				
BDMCONLN_00179	mRNA	177				
BDMCONLN_00179	CDS	177				hypothetical protein
BDMCONLN_00180	gene	273				
BDMCONLN_00180	mRNA	273				
BDMCONLN_00180	CDS	273				hypothetical protein
BDMCONLN_00181	gene	300				
BDMCONLN_00181	mRNA	300				
BDMCONLN_00181	CDS	300				hypothetical protein
BDMCONLN_00182	gene	936				
BDMCONLN_00182	mRNA	936				
BDMCONLN_00182	CDS	936				hypothetical protein
BDMCONLN_00183	gene	72				
BDMCONLN_00183	mRNA	72				
BDMCONLN_00183	tRNA	72				tRNA-Ile(gat)
BDMCONLN_00184	gene	216				
BDMCONLN_00184	mRNA	216				
BDMCONLN_00184	CDS	216				hypothetical protein
BDMCONLN_00185	gene	75				
BDMCONLN_00185	mRNA	75				
BDMCONLN_00185	tRNA	75				tRNA-Met(cat)
BDMCONLN_00186	gene	300				
BDMCONLN_00186	mRNA	300				
BDMCONLN_00186	CDS	300				hypothetical protein
BDMCONLN_00187	gene	693				
BDMCONLN_00187	mRNA	693				
BDMCONLN_00187	CDS	693				hypothetical protein
BDMCONLN_00188	gene	867				
BDMCONLN_00188	mRNA	867				
BDMCONLN_00188	CDS	867				hypothetical protein
BDMCONLN_00189	gene	309				
BDMCONLN_00189	mRNA	309				
BDMCONLN_00189	CDS	309				hypothetical protein
BDMCONLN_00190	gene	273				
BDMCONLN_00190	mRNA	273				
BDMCONLN_00190	CDS	273				hypothetical protein
BDMCONLN_00191	gene	270				
BDMCONLN_00191	mRNA	270				
BDMCONLN_00191	CDS	270				hypothetical protein
BDMCONLN_00192	gene	273				
BDMCONLN_00192	mRNA	273				
BDMCONLN_00192	CDS	273				hypothetical protein
BDMCONLN_00193	gene	258				
BDMCONLN_00193	mRNA	258				
BDMCONLN_00193	CDS	258				hypothetical protein
BDMCONLN_00194	gene	285				
BDMCONLN_00194	mRNA	285				
BDMCONLN_00194	CDS	285				hypothetical protein
BDMCONLN_00195	gene	1410				
BDMCONLN_00195	mRNA	1410				
BDMCONLN_00195	CDS	1410				hypothetical protein
BDMCONLN_00196	gene	579				
BDMCONLN_00196	mRNA	579				
BDMCONLN_00196	CDS	579				hypothetical protein
BDMCONLN_00197	gene	76				
BDMCONLN_00197	mRNA	76				
BDMCONLN_00197	tRNA	76				tRNA-Gln(ttg)
BDMCONLN_00198	gene	237				
BDMCONLN_00198	mRNA	237				
BDMCONLN_00198	CDS	237				hypothetical protein
BDMCONLN_00199	gene	444				
BDMCONLN_00199	mRNA	444				
BDMCONLN_00199	CDS	444				hypothetical protein
BDMCONLN_00200	gene	267				
BDMCONLN_00200	mRNA	267				
BDMCONLN_00200	CDS	267				hypothetical protein
BDMCONLN_00201	gene	73				
BDMCONLN_00201	mRNA	73				
BDMCONLN_00201	tRNA	73				tRNA-Asp(gtc)
BDMCONLN_00202	gene	73				
BDMCONLN_00202	mRNA	73				
BDMCONLN_00202	tRNA	73				tRNA-Thr(tgt)
BDMCONLN_00203	gene	234				
BDMCONLN_00203	mRNA	234				
BDMCONLN_00203	CDS	234				hypothetical protein
BDMCONLN_00204	gene	77				
BDMCONLN_00204	mRNA	77				
BDMCONLN_00204	tRNA	77				tRNA-Pro(tgg)
BDMCONLN_00205	gene	75				
BDMCONLN_00205	mRNA	75				
BDMCONLN_00205	tRNA	75				tRNA-Val(tac)
BDMCONLN_00206	gene	1095				
BDMCONLN_00206	mRNA	1095				
BDMCONLN_00206	CDS	1095				hypothetical protein
BDMCONLN_00207	gene	201				
BDMCONLN_00207	mRNA	201				
BDMCONLN_00207	CDS	201				hypothetical protein
BDMCONLN_00208	gene	76				
BDMCONLN_00208	mRNA	76				
BDMCONLN_00208	tRNA	76				tRNA-His(gtg)
BDMCONLN_00209	gene	75				
BDMCONLN_00209	mRNA	75				
BDMCONLN_00209	tRNA	75				tRNA-Ile(gat)
BDMCONLN_00210	gene	261				
BDMCONLN_00210	mRNA	261				
BDMCONLN_00210	CDS	261				hypothetical protein
BDMCONLN_00211	gene	74				
BDMCONLN_00211	mRNA	74				
BDMCONLN_00211	tRNA	74				tRNA-Lys(ttt)
BDMCONLN_00212	gene	74				
BDMCONLN_00212	mRNA	74				
BDMCONLN_00212	tRNA	74				tRNA-Asn(gtt)
BDMCONLN_00213	gene	92				
BDMCONLN_00213	mRNA	92				
BDMCONLN_00213	tRNA	92				tRNA-Ser(tga)
BDMCONLN_00214	gene	234				
BDMCONLN_00214	mRNA	234				
BDMCONLN_00214	CDS	234				hypothetical protein
BDMCONLN_00215	gene	261				
BDMCONLN_00215	mRNA	261				
BDMCONLN_00215	CDS	261				hypothetical protein
BDMCONLN_00216	gene	73				
BDMCONLN_00216	mRNA	73				
BDMCONLN_00216	tRNA	73				tRNA-Trp(cca)
BDMCONLN_00217	gene	73				
BDMCONLN_00217	mRNA	73				
BDMCONLN_00217	tRNA	73				tRNA-Ala(tgc)
BDMCONLN_00218	gene	74				
BDMCONLN_00218	mRNA	74				
BDMCONLN_00218	tRNA	74				tRNA-Phe(gaa)
BDMCONLN_00219	gene	73				
BDMCONLN_00219	mRNA	73				
BDMCONLN_00219	tRNA	73				tRNA-Ser(gga)
BDMCONLN_00220	gene	73				
BDMCONLN_00220	mRNA	73				
BDMCONLN_00220	tRNA	73				tRNA-Cys(gca)
BDMCONLN_00221	gene	74				
BDMCONLN_00221	mRNA	74				
BDMCONLN_00221	tRNA	74				tRNA-Met(cat)
BDMCONLN_00222	gene	318				
BDMCONLN_00222	mRNA	318				
BDMCONLN_00222	CDS	318				hypothetical protein
BDMCONLN_00223	gene	276				
BDMCONLN_00223	mRNA	276				
BDMCONLN_00223	CDS	276				hypothetical protein
